date	cname	cid	cmid	possibility	pay	balance	culture	management	recommend	expect
2018/11/28	(주)대웅제약	81945	901114	2.0	3.0	2.0	4.0	2.0	0	1
2018/11/26	(주)대웅제약	81945	898964	3.0	2.0	1.0	1.0	1.0	0	1
2018/11/26	(주)대웅제약	81945	898335	4.0	1.0	1.0	5.0	5.0	0	0
2018/11/23	(주)대웅제약	81945	895902	3.0	4.0	1.0	2.0	1.0	0	0
2018/11/23	(주)대웅제약	81945	895855	3.0	3.0	2.0	3.0	2.0	0	1
2018/11/19	(주)대웅제약	81945	891142	3.0	3.0	4.0	4.0	3.0	1	1
2018/11/19	(주)대웅제약	81945	890921	1.0	2.0	1.0	1.0	1.0	0	0
2018/11/13	(주)대웅제약	81945	883619	3.0	1.0	1.0	1.0	2.0	0	1
2018/11/11	(주)대웅제약	81945	881300	3.0	2.0	3.0	1.0	1.0	0	0
2018/11/7	(주)대웅제약	81945	875944	3.0	4.0	3.0	3.0	3.0	1	1
2018/11/6	(주)대웅제약	81945	874955	3.0	3.0	3.0	4.0	3.0	1	1
2018/11/22	한미약품(주)	2669	894650	3.0	4.0	1.0	1.0	1.0	0	1
2018/11/22	한미약품(주)	2669	894626	3.0	4.0	3.0	2.0	2.0	1	1
2018/11/20	한미약품(주)	2669	892876	3.0	3.0	3.0	3.0	3.0	0	1
2018/11/15	한미약품(주)	2669	886913	1.0	1.0	1.0	1.0	1.0	0	1
2018/11/14	한미약품(주)	2669	884872	2.0	4.0	2.0	1.0	2.0	0	1
2018/11/11	한미약품(주)	2669	881151	3.0	2.0	1.0	1.0	1.0	0	1
2018/11/8	한미약품(주)	2669	878686	4.0	4.0	4.0	4.0	3.0	1	1
2018/11/7	한미약품(주)	2669	877000	3.0	3.0	3.0	3.0	3.0	1	1
2018/11/7	한미약품(주)	2669	876286	4.0	4.0	4.0	4.0	3.0	1	1
2018/11/6	한미약품(주)	2669	875838	1.0	3.0	1.0	2.0	2.0	0	1
2018/11/2	한미약품(주)	2669	870655	4.0	4.0	4.0	4.0	5.0	1	1
2018/11/27	종근당(주)	55954	899288	2.0	4.0	3.0	3.0	1.0	0	1
2018/11/23	종근당(주)	55954	896597	3.0	4.0	3.0	3.0	3.0	1	1
2018/11/21	종근당(주)	55954	894330	4.0	4.0	3.0	2.0	2.0	1	1
2018/11/21	종근당(주)	55954	893805	3.0	4.0	2.0	2.0	2.0	1	1
2018/11/19	종근당(주)	55954	891352	5.0	2.0	3.0	2.0	1.0	0	1
2018/11/9	종근당(주)	55954	879344	3.0	3.0	3.0	2.0	3.0	0	1
2018/11/9	종근당(주)	55954	879234	4.0	5.0	5.0	3.0	3.0	1	1
2018/11/9	종근당(주)	55954	879063	2.0	3.0	2.0	1.0	2.0	0	1
2018/11/7	종근당(주)	55954	876119	3.0	4.0	3.0	2.0	2.0	1	1
2018/11/6	종근당(주)	55954	874806	3.0	3.0	1.0	1.0	5.0	0	1
2018/11/5	종근당(주)	55954	873719	2.0	4.0	2.0	2.0	1.0	0	1
2018/11/1	종근당(주)	55954	868934	3.0	3.0	3.0	2.0	1.0	0	0
2018/11/30	(주)녹십자	83348	903715	3.0	1.0	1.0	1.0	1.0	0	0
2018/11/28	(주)녹십자	83348	901742	3.0	3.0	3.0	3.0	3.0	1	1
2018/11/28	(주)녹십자	83348	900846	3.0	3.0	4.0	3.0	2.0	0	0
2018/11/27	(주)녹십자	83348	900314	2.0	3.0	3.0	5.0	1.0	0	0
2018/11/25	(주)녹십자	83348	897566	3.0	2.0	2.0	1.0	1.0	0	0
2018/11/23	(주)녹십자	83348	896687	4.0	3.0	4.0	4.0	2.0	1	1
2018/11/22	(주)녹십자	83348	895453	3.0	4.0	5.0	4.0	3.0	1	1
2018/11/21	(주)녹십자	83348	893014	1.0	1.0	5.0	1.0	1.0	0	0
2018/11/13	(주)녹십자	83348	884131	3.0	2.0	3.0	2.0	4.0	0	1
2018/11/9	(주)녹십자	83348	880111	2.0	4.0	5.0	4.0	3.0	1	1
2018/11/2	(주)녹십자	83348	870555	4.0	3.0	5.0	3.0	5.0	1	1
2018/11/14	굿네이버스인터내셔날(사)	86785	885165	4.0	4.0	2.0	3.0	2.0	0	1
2018/11/29	(주)셀트리온	71498	902302	4.0	3.0	4.0	4.0	4.0	1	1
2018/11/28	(주)셀트리온	71498	902076	4.0	3.0	5.0	5.0	5.0	1	1
2018/11/10	(주)셀트리온	71498	880843	4.0	4.0	4.0	4.0	4.0	1	1
2018/11/24	제일약품(주)	11279	897287	3.0	5.0	3.0	3.0	3.0	1	1
2018/11/21	제일약품(주)	11279	893006	3.0	5.0	1.0	1.0	1.0	0	1
2018/11/15	제일약품(주)	11279	886885	3.0	3.0	3.0	3.0	3.0	1	1
2018/11/11	제일약품(주)	11279	881245	1.0	1.0	1.0	1.0	1.0	0	0
2018/11/11	제일약품(주)	11279	881064	1.0	1.0	5.0	1.0	1.0	0	1
2018/11/8	제일약품(주)	11279	878622	1.0	4.0	4.0	3.0	2.0	1	1
2018/11/8	제일약품(주)	11279	877529	3.0	3.0	3.0	3.0	1.0	0	1
2018/11/7	제일약품(주)	11279	877027	2.0	1.0	4.0	4.0	2.0	0	0
2018/11/7	제일약품(주)	11279	875989	3.0	3.0	3.0	3.0	3.0	1	1
2018/11/2	제일약품(주)	11279	870687	3.0	3.0	2.0	2.0	2.0	1	1
2018/11/1	제일약품(주)	11279	869348	3.0	2.0	3.0	2.0	2.0	0	1
2018/11/24	한국유나이티드제약(주)	3243	897070	2.0	3.0	2.0	3.0	1.0	0	1
2018/11/22	한국유나이티드제약(주)	3243	894727	3.0	3.0	3.0	3.0	3.0	0	1
2018/11/15	한국유나이티드제약(주)	3243	886797	1.0	1.0	1.0	1.0	1.0	0	1
2018/11/15	한국유나이티드제약(주)	3243	886572	2.0	1.0	3.0	3.0	1.0	0	1
2018/11/1	한국유나이티드제약(주)	3243	870193	1.0	1.0	2.0	1.0	1.0	0	1
2018/11/1	한국유나이티드제약(주)	3243	869546	2.0	2.0	2.0	2.0	2.0	0	1
2018/11/27	제이더블유중외제약(주)	11676	899537	1.0	1.0	1.0	1.0	1.0	0	0
