date	cname	cid	cmid	possibility	pay	balance	culture	management	recommend	expect
2019/2/25	대한무역투자진흥공사	87825	1001337	4.0	4.0	3.0	3.0	1.0	0	1
2019/2/23	대한무역투자진흥공사	87825	998419	2.0	4.0	4.0	4.0	3.0	1	1
2019/2/22	대한무역투자진흥공사	87825	997477	3.0	5.0	5.0	5.0	3.0	1	1
2019/2/20	대한무역투자진흥공사	87825	994669	3.0	3.0	3.0	2.0	3.0	0	1
2019/2/18	대한무역투자진흥공사	87825	990939	3.0	3.0	1.0	3.0	3.0	0	1
2019/2/17	대한무역투자진흥공사	87825	990023	4.0	4.0	4.0	4.0	4.0	0	1
2019/2/15	대한무역투자진흥공사	87825	988157	3.0	3.0	3.0	3.0	3.0	0	1
2019/2/12	대한무역투자진흥공사	87825	983761	1.0	1.0	3.0	2.0	1.0	1	1
2019/2/12	대한무역투자진흥공사	87825	982515	1.0	4.0	4.0	3.0	3.0	0	1
2019/2/9	대한무역투자진흥공사	87825	979901	3.0	3.0	3.0	2.0	3.0	1	2
2019/2/3	대한무역투자진흥공사	87825	974712	4.0	4.0	5.0	4.0	3.0	1	1
2019/2/2	대한무역투자진흥공사	87825	974316	3.0	4.0	3.0	3.0	3.0	1	1
2019/2/2	대한무역투자진흥공사	87825	974288	2.0	1.0	1.0	2.0	1.0	0	None
2019/2/1	대한무역투자진흥공사	87825	973432	2.0	4.0	4.0	4.0	2.0	1	1
2019/2/26	삼일회계법인	86770	1001967	3.0	2.0	2.0	3.0	3.0	1	2
2019/2/25	삼일회계법인	86770	1001160	5.0	5.0	1.0	3.0	5.0	1	2
2019/2/21	삼일회계법인	86770	995774	3.0	3.0	1.0	3.0	3.0	0	1
2019/2/19	삼일회계법인	86770	992637	3.0	4.0	2.0	3.0	4.0	1	2
2019/2/18	삼일회계법인	86770	990901	3.0	3.0	2.0	3.0	3.0	1	2
2019/2/15	삼일회계법인	86770	987287	4.0	4.0	5.0	5.0	4.0	1	2
2019/2/26	안진회계법인	89197	1002146	4.0	3.0	1.0	3.0	1.0	0	None
2019/2/22	안진회계법인	89197	998198	4.0	5.0	1.0	4.0	4.0	1	1
2019/2/22	안진회계법인	89197	998034	2.0	3.0	1.0	5.0	2.0	1	2
2019/2/21	안진회계법인	89197	995759	5.0	5.0	5.0	4.0	5.0	1	2
2019/2/13	안진회계법인	89197	984159	5.0	5.0	5.0	5.0	5.0	1	2
2019/2/11	안진회계법인	89197	981567	2.0	3.0	3.0	3.0	3.0	1	1
2019/2/10	안진회계법인	89197	980251	3.0	4.0	2.0	4.0	3.0	1	1
2019/2/6	안진회계법인	89197	976114	3.0	3.0	2.0	3.0	2.0	1	2
2019/2/4	안진회계법인	89197	975211	5.0	4.0	2.0	4.0	3.0	1	2
2019/2/26	삼정회계법인	91077	1002247	3.0	3.0	3.0	3.0	3.0	1	1
2019/2/17	삼정회계법인	91077	990044	4.0	4.0	2.0	3.0	3.0	1	2
2019/2/15	삼정회계법인	91077	987832	3.0	3.0	1.0	4.0	2.0	1	2
2019/2/13	삼정회계법인	91077	984144	3.0	4.0	2.0	3.0	3.0	0	1
2019/2/7	삼정회계법인	91077	977464	2.0	2.0	4.0	2.0	2.0	0	1
2019/2/5	삼정회계법인	91077	975735	4.0	4.0	4.0	4.0	4.0	1	2
2019/2/2	삼정회계법인	91077	974272	4.0	3.0	3.0	2.0	2.0	0	1
2019/2/28	한영회계법인	89243	1005353	4.0	4.0	4.0	5.0	3.0	1	1
2019/2/20	한영회계법인	89243	993763	4.0	4.0	4.0	3.0	2.0	1	2
2019/2/18	한영회계법인	89243	991674	3.0	3.0	1.0	3.0	2.0	1	2
2019/2/18	한영회계법인	89243	990354	2.0	3.0	4.0	4.0	2.0	1	1
2019/2/17	한영회계법인	89243	989615	4.0	4.0	4.0	4.0	3.0	0	1
2019/2/17	한영회계법인	89243	989571	4.0	3.0	3.0	3.0	3.0	0	1
2019/2/11	한영회계법인	89243	981326	3.0	3.0	3.0	3.0	3.0	1	1
2019/2/11	한영회계법인	89243	981152	3.0	4.0	2.0	3.0	2.0	0	1
2019/2/6	한영회계법인	89243	976459	3.0	3.0	3.0	3.0	3.0	1	2
2019/2/1	한영회계법인	89243	973210	2.0	2.0	1.0	1.0	2.0	1	1
2019/2/28	한국과학기술연구원	86772	1006088	4.0	2.0	4.0	5.0	5.0	1	2
2019/2/27	한국과학기술연구원	86772	1003739	1.0	3.0	5.0	5.0	3.0	1	2
2019/2/26	한국과학기술연구원	86772	1001969	2.0	4.0	4.0	3.0	2.0	1	None
2019/2/25	한국과학기술연구원	86772	1000594	3.0	5.0	4.0	4.0	4.0	1	1
2019/2/22	한국과학기술연구원	86772	997916	3.0	3.0	5.0	4.0	3.0	1	1
2019/2/22	한국과학기술연구원	86772	997441	3.0	4.0	3.0	5.0	4.0	1	2
2019/2/21	한국과학기술연구원	86772	995310	3.0	4.0	3.0	1.0	4.0	0	1
2019/2/17	한국과학기술연구원	86772	989869	3.0	4.0	4.0	4.0	2.0	1	1
2019/2/6	한국과학기술연구원	86772	976520	1.0	1.0	1.0	2.0	2.0	0	1
2019/2/20	(주)한국능률협회컨설팅	48855	994304	2.0	2.0	4.0	4.0	3.0	1	1
2019/2/19	(주)한국능률협회컨설팅	48855	993100	4.0	3.0	4.0	3.0	3.0	0	2
2019/2/18	(주)한국능률협회컨설팅	48855	990151	3.0	3.0	2.0	2.0	2.0	1	1
2019/2/12	(주)한국능률협회컨설팅	48855	983483	4.0	3.0	1.0	2.0	1.0	0	None
2019/2/10	(주)한국능률협회컨설팅	48855	980240	1.0	1.0	1.0	1.0	1.0	0	1
2019/2/3	(주)한국능률협회컨설팅	48855	974494	1.0	1.0	1.0	1.0	3.0	0	None
2019/2/1	(주)한국능률협회컨설팅	48855	973256	3.0	3.0	2.0	4.0	3.0	0	1
2019/2/21	한국국제협력단	88967	996164	2.0	3.0	3.0	4.0	2.0	1	1
2019/2/21	한국국제협력단	88967	995290	3.0	4.0	4.0	3.0	2.0	1	1
2019/2/20	한국국제협력단	88967	994113	3.0	3.0	2.0	3.0	2.0	0	1
2019/2/13	한국국제협력단	88967	984446	3.0	3.0	3.0	3.0	3.0	1	1
2019/2/8	한국국제협력단	88967	978834	2.0	4.0	3.0	3.0	3.0	1	1
2019/2/8	한국국제협력단	88967	978160	4.0	5.0	3.0	3.0	2.0	1	1
2019/2/3	한국국제협력단	88967	974380	4.0	4.0	5.0	5.0	4.0	1	2
2019/2/2	한국국제협력단	88967	973862	4.0	4.0	4.0	4.0	4.0	1	1
2019/2/26	닐슨코리아	41244	1002802	2.0	1.0	4.0	3.0	1.0	0	None
2019/2/20	닐슨코리아	41244	995069	3.0	4.0	4.0	3.0	2.0	1	1
2019/2/1	닐슨코리아	41244	972801	3.0	2.0	1.0	4.0	1.0	0	None
2019/2/25	한국생산성본부	3486	1000685	3.0	3.0	3.0	3.0	3.0	1	1
2019/2/19	한국생산성본부	3486	992816	3.0	4.0	5.0	4.0	3.0	1	1
2019/2/16	한국생산성본부	3486	988507	4.0	4.0	1.0	2.0	3.0	1	2
2019/2/13	한국생산성본부	3486	984835	2.0	4.0	2.0	3.0	2.0	1	1
2019/2/8	한국생산성본부	3486	977931	4.0	4.0	4.0	4.0	3.0	1	1
2019/2/7	한국생산성본부	3486	976986	3.0	4.0	5.0	5.0	3.0	1	1
2019/2/4	한국생산성본부	3486	975317	3.0	3.0	2.0	3.0	3.0	0	1
2019/2/4	한국생산성본부	3486	975257	3.0	4.0	2.0	2.0	2.0	0	None
2019/2/27	(주)윕스	60409	1004609	1.0	1.0	1.0	1.0	2.0	0	None
2019/2/22	(주)윕스	60409	997877	3.0	3.0	3.0	3.0	3.0	1	1
2019/2/20	(주)윕스	60409	994793	2.0	2.0	2.0	2.0	2.0	0	1
2019/2/20	(주)윕스	60409	994420	2.0	3.0	1.0	1.0	1.0	0	None
2019/2/7	(주)윕스	60409	977133	2.0	2.0	2.0	2.0	2.0	1	1
2019/2/28	전자부품연구원	88699	1005809	1.0	2.0	4.0	3.0	1.0	0	1
2019/2/26	전자부품연구원	88699	1002944	1.0	3.0	4.0	2.0	3.0	0	1
2019/2/25	전자부품연구원	88699	1000567	1.0	3.0	4.0	3.0	2.0	1	1
2019/2/20	전자부품연구원	88699	993853	3.0	2.0	4.0	4.0	3.0	0	1
2019/2/16	전자부품연구원	88699	988663	3.0	4.0	2.0	5.0	3.0	1	1
2019/2/11	전자부품연구원	88699	981886	2.0	3.0	3.0	3.0	2.0	0	1
2019/2/27	한국리서치(주)	87486	1003721	4.0	2.0	1.0	2.0	3.0	0	1
2019/2/24	한국리서치(주)	87486	999057	3.0	1.0	2.0	3.0	2.0	0	1
2019/2/19	한국리서치(주)	87486	993368	4.0	4.0	3.0	3.0	4.0	0	1
2019/2/5	한국리서치(주)	87486	975890	4.0	4.0	2.0	3.0	3.0	1	1
2019/2/27	입소스(주)	57401	1003173	3.0	1.0	1.0	4.0	3.0	0	1
2019/2/19	입소스(주)	57401	992013	3.0	2.0	2.0	4.0	3.0	1	1
2019/2/15	입소스(주)	57401	987174	4.0	3.0	2.0	4.0	3.0	1	1
2019/2/7	입소스(주)	57401	977259	3.0	2.0	1.0	1.0	1.0	0	None
2019/2/24	도로교통공단	87848	999897	3.0	3.0	5.0	5.0	2.0	1	1
2019/2/23	도로교통공단	87848	998739	4.0	3.0	5.0	5.0	4.0	1	1
2019/2/6	도로교통공단	87848	976290	3.0	3.0	5.0	4.0	3.0	1	1
2019/2/3	도로교통공단	87848	974762	3.0	3.0	4.0	4.0	3.0	1	1
2019/2/27	한국생산기술연구원	89545	1003831	2.0	3.0	5.0	5.0	3.0	1	2
2019/2/25	한국생산기술연구원	89545	1001229	4.0	4.0	4.0	4.0	4.0	1	1
2019/2/12	한국생산기술연구원	89545	983827	1.0	2.0	3.0	3.0	1.0	0	1
2019/2/28	(주)칸타코리아 테일러넬슨소프레스코리아	51497	1005799	4.0	3.0	3.0	2.0	2.0	0	1
2019/2/24	(주)칸타코리아 테일러넬슨소프레스코리아	51497	999473	3.0	2.0	1.0	3.0	2.0	0	1
2019/2/22	(주)칸타코리아 테일러넬슨소프레스코리아	51497	997260	4.0	4.0	2.0	5.0	2.0	1	None
2019/2/20	(주)칸타코리아 테일러넬슨소프레스코리아	51497	994670	3.0	2.0	4.0	3.0	3.0	0	1
2019/2/5	(주)칸타코리아 테일러넬슨소프레스코리아	51497	975464	3.0	2.0	2.0	2.0	2.0	0	1
2019/2/25	삼정케이피엠지(주)	29630	1001358	4.0	4.0	4.0	4.0	4.0	1	2
2019/2/20	삼정케이피엠지(주)	29630	994506	4.0	3.0	2.0	4.0	2.0	1	2
2019/2/18	삼정케이피엠지(주)	29630	990163	3.0	2.0	3.0	4.0	3.0	1	1
2019/2/6	삼정케이피엠지(주)	29630	976004	4.0	3.0	2.0	3.0	3.0	0	1
2019/2/2	삼정케이피엠지(주)	29630	974194	4.0	4.0	3.0	4.0	3.0	1	2
2019/2/1	삼정케이피엠지(주)	29630	973181	3.0	3.0	3.0	3.0	2.0	0	1
2019/2/26	건강보험심사평가원	45995	1002558	3.0	4.0	3.0	3.0	3.0	0	1
2019/2/22	건강보험심사평가원	45995	997973	3.0	5.0	5.0	5.0	5.0	1	2
2019/2/14	건강보험심사평가원	45995	986490	3.0	4.0	1.0	3.0	3.0	1	1
2019/2/27	한국화학연구원	89031	1004069	4.0	4.0	4.0	4.0	4.0	1	2
2019/2/24	한국화학연구원	89031	999081	2.0	4.0	4.0	2.0	2.0	1	2
2019/2/22	한국화학연구원	89031	997218	3.0	3.0	5.0	3.0	3.0	1	1
2019/2/21	한국화학연구원	89031	995318	2.0	4.0	5.0	3.0	4.0	1	1
2019/2/17	한국화학연구원	89031	989985	4.0	4.0	4.0	4.0	3.0	1	2
2019/2/14	한국화학연구원	89031	986364	3.0	3.0	4.0	3.0	3.0	1	2
2019/2/23	한국환경공단	89033	998672	4.0	5.0	5.0	4.0	3.0	1	1
2019/2/13	한국환경공단	89033	984925	3.0	3.0	5.0	3.0	3.0	1	1
2019/2/12	한국환경공단	89033	983491	3.0	4.0	5.0	4.0	4.0	1	1
2019/2/2	한국환경공단	89033	973931	3.0	3.0	4.0	4.0	4.0	1	1
