Date,Open,High,Low,Close,Volume
2016-07-26,267000,267000,261000,263500,94665
2016-07-27,264500,266500,263500,266000,70649
2016-07-28,265000,268500,261500,268500,153679
2016-07-29,265000,266500,255000,255000,249259
2016-08-01,256000,264500,256000,262000,186080
2016-08-02,260500,263500,255500,258000,138671
2016-08-03,255000,257000,250500,251500,147844
2016-08-04,253000,257000,250500,250500,120124
2016-08-05,253000,257500,251500,255500,132703
2016-08-08,254000,257500,253000,256500,92275
2016-08-09,257000,261500,255500,260000,129947
2016-08-10,259000,264000,258000,258000,142859
2016-08-11,258000,260500,257500,260000,105397
2016-08-12,261000,262000,258500,260000,105763
2016-08-16,262000,262500,257000,258000,153811
2016-08-17,257500,260000,257000,258500,73826
2016-08-18,258500,260500,253000,254000,105806
2016-08-19,254000,259000,252000,258000,111930
2016-08-22,255500,257500,253000,257500,81223
2016-08-23,255000,255000,252000,252000,132225
2016-08-24,248500,253000,242500,250000,227910
2016-08-25,252000,257500,250000,253500,265531
2016-08-26,254500,260000,254000,258500,184285
2016-08-29,255000,260000,255000,259000,105183
2016-08-30,259000,260500,257500,260000,63108
2016-08-31,256500,261000,256000,260500,188763
2016-09-01,258000,267500,257000,266500,157333
2016-09-02,265000,267000,259000,263500,151828
2016-09-05,267000,281000,265500,274000,255127
2016-09-06,273000,289000,272000,287000,297211
2016-09-07,284000,284500,278500,280500,219523
2016-09-08,280500,284500,279000,283000,257141
2016-09-09,279000,280500,273500,279500,185622
2016-09-12,279500,285500,275500,279500,196180
2016-09-13,283000,284500,276000,280000,215114
2016-09-19,280500,291000,277500,287000,251227
2016-09-20,283000,289000,278000,286500,275935
2016-09-21,283500,286500,280500,281500,146490
2016-09-22,283500,293500,283500,286000,202410
2016-09-23,285000,290500,285000,288000,146640
2016-09-26,288000,288000,281000,284000,126334
2016-09-27,285000,290500,282000,288000,128186
2016-09-28,288000,290000,284000,284000,119807
2016-09-29,284500,286500,280000,282000,127961
2016-09-30,278000,281500,273500,275000,219789
2016-10-04,280500,283000,278000,280000,178068
2016-10-05,276000,280000,274500,276500,132036
2016-10-06,274500,276500,270500,272500,156142
2016-10-07,270500,278500,268500,278000,218941
2016-10-10,279000,284000,273000,279000,159792
2016-10-11,284000,284000,270000,274500,219521
2016-10-12,276000,276000,272000,273500,152021
2016-10-13,272500,274500,269500,270500,137629
2016-10-14,270000,271500,265500,266500,148236
2016-10-17,267500,269000,264000,265500,126014
2016-10-18,267500,267500,263000,263500,195082
2016-10-19,263500,265500,258000,258500,211502
2016-10-20,259500,262500,257000,260000,178385
2016-10-21,259500,262500,259500,260500,130847
2016-10-24,262000,263500,260500,261500,180534
2016-10-25,261500,269000,261500,267000,390390
2016-10-26,265500,265500,257500,259500,192923
2016-10-27,260500,262000,254500,259000,179813
2016-10-28,256000,269000,256000,264500,375998
2016-10-31,264000,277000,263000,274000,494509
2016-11-01,273000,273500,269000,270000,292111
2016-11-02,269000,271500,265500,269000,135666
2016-11-03,270000,271500,265000,267000,180117
2016-11-04,267000,268000,264000,265000,116780
2016-11-07,268500,270500,265500,265500,131748
2016-11-08,267000,269500,264000,268000,100347
2016-11-09,268500,271000,259000,263500,222903
2016-11-10,264000,264500,244500,248000,547023
2016-11-11,249500,251500,244500,245000,360853
2016-11-14,246500,249500,242000,243000,219759
2016-11-15,241500,244500,237500,242500,219492
2016-11-16,244000,247000,242000,242500,209789
2016-11-17,241500,242500,239500,241500,186740
2016-11-18,240500,243500,238500,239500,147146
2016-11-21,239500,246000,239500,243500,174008
2016-11-22,244000,245000,239500,242000,144570
2016-11-23,241000,250500,240500,248000,244578
2016-11-24,250000,254000,247000,250000,161960
2016-11-25,253000,254500,251000,251500,106043
2016-11-28,251500,253500,249500,251500,111123
2016-11-29,251500,253000,247000,247000,126312
2016-11-30,248000,251000,245000,249000,176792
2016-12-01,251000,256000,249500,254000,170745
2016-12-02,253000,257000,248000,251000,100460
2016-12-05,248500,253000,246500,250500,82502
2016-12-06,253500,255500,249000,255000,148953
2016-12-07,253500,256000,250500,250500,122216
2016-12-08,254000,260500,252000,260500,232958
2016-12-09,262000,264000,258500,259000,168881
2016-12-12,263500,264000,259500,261500,95088
2016-12-13,264000,264500,260000,262000,85908
2016-12-14,262500,266000,262000,264500,102725
2016-12-15,262000,265500,260000,263500,107251
2016-12-16,261500,263000,255000,258000,186397
2016-12-19,257000,261500,256500,257500,88795
2016-12-20,257000,261000,257000,259000,80345
2016-12-21,261500,266000,260500,265000,156799
2016-12-22,263000,270500,262000,267000,182733
2016-12-23,269000,269500,265500,266500,101992
2016-12-26,266500,270000,264000,264000,71134
2016-12-27,264000,267500,264000,267500,77194
2016-12-28,261500,264000,258500,259000,195921
2016-12-29,258000,264000,258000,264000,148242
2017-01-02,264000,274000,261500,271500,123659
2017-01-03,271500,277000,269500,275500,152387
2017-01-04,273500,280500,273000,276000,206423
2017-01-05,272500,281000,272500,280500,121425
2017-01-06,277000,279000,272000,272500,101234
2017-01-09,272500,277000,272000,275000,121475
2017-01-10,271500,277000,270500,276500,95607
2017-01-11,273500,278000,271500,274500,128816
2017-01-12,275000,280500,274000,279000,118084
2017-01-13,278500,282500,275500,279500,108452
2017-01-16,279500,282000,274000,279500,118380
2017-01-17,281000,282500,278500,280000,101769
2017-01-18,279500,283500,277000,282500,95988
2017-01-19,280000,282000,274000,277000,120716
2017-01-20,277500,280500,275000,278500,83237
2017-01-23,276000,282000,271500,272500,131043
2017-01-24,271500,273000,267500,272000,137112
2017-01-25,272000,272000,263000,265000,231571
2017-01-26,263000,267500,262000,266000,198930
2017-01-31,253500,257000,242000,242000,815329
2017-02-01,244000,247500,243000,245000,350179
2017-02-02,244500,246500,240000,241000,282151
2017-02-03,241500,246500,241500,242500,140761
2017-02-06,246000,246500,239500,241000,126575
2017-02-07,242000,244500,241500,243500,112660
2017-02-08,242500,243500,239000,242000,250943
2017-02-09,242500,243000,239500,239500,173981
2017-02-10,241000,244500,240000,241000,156892
2017-02-13,244500,245000,242000,243000,147600
2017-02-14,244500,248000,243000,248000,194602
2017-02-15,249000,255000,247000,251000,295158
2017-02-16,253000,255000,251000,254500,280064
2017-02-17,253000,260000,251000,259500,230870
2017-02-20,258000,261000,255500,261000,149207
2017-02-21,262000,262500,258000,260000,139249
2017-02-22,259500,261000,257500,259500,185255
2017-02-23,259000,261500,254500,258000,333293
2017-02-24,256000,260500,255500,259500,156173
2017-02-27,260000,261500,257500,259000,101199
2017-02-28,257000,259000,253000,255000,196024
2017-03-02,258000,258000,247000,250500,354606
2017-03-03,248500,250000,240500,241500,313990
2017-03-06,241000,241500,235500,241500,200294
2017-03-07,241000,244000,238500,244000,144187
2017-03-08,242500,244000,239500,240500,160321
2017-03-09,239000,243500,239000,243500,255939
2017-03-10,243500,245500,242000,244000,156922
2017-03-13,245500,245500,241500,242500,130509
2017-03-14,243000,247000,242500,246000,227676
2017-03-15,245000,245500,241500,242500,177903
2017-03-16,245000,245500,240500,242500,169864
2017-03-17,243500,244000,240500,242500,177460
2017-03-20,242000,246000,241000,246000,132564
2017-03-21,243000,258000,243000,253500,520792
2017-03-22,255500,258000,251000,255500,304619
2017-03-23,256000,256500,251000,253000,264231
2017-03-24,251500,254000,244500,247500,287374
2017-03-27,245000,245500,241000,243000,279851
2017-03-28,243500,244000,241500,243000,184710
2017-03-29,243000,243000,235000,236000,412879
2017-03-30,234500,238000,234000,235000,176530
2017-03-31,237000,240500,236500,240500,267786
2017-04-03,242000,242500,237000,239500,209863
2017-04-04,237500,238000,233500,235500,266221
2017-04-05,235000,235500,227500,229000,354556
2017-04-06,228500,229000,223500,224000,311965
2017-04-07,225500,228000,223000,224000,213034
2017-04-10,224000,225000,221000,222000,144923
2017-04-11,222500,223500,216500,218500,291325
2017-04-12,220000,222000,219500,222000,162484
2017-04-13,224500,225000,220000,222000,294135
2017-04-14,222500,224500,222500,223000,79554
2017-04-17,222000,223000,219500,220500,152776
2017-04-18,221000,222000,217500,219000,182943
2017-04-19,217500,218500,212000,215000,360852
2017-04-20,215000,221500,215000,220500,237352
2017-04-21,222000,224000,220500,221500,165494
2017-04-24,222500,225500,220500,225500,168869
2017-04-25,224000,231000,224000,229000,372842
2017-04-26,229500,232500,227000,230000,300496
2017-04-27,228500,229000,223500,227000,265058
2017-04-28,222500,225000,221500,222000,173887
2017-05-02,222000,230500,222000,230000,297272
2017-05-04,226000,230500,226000,228500,168857
2017-05-08,233000,247500,231000,246500,793349
2017-05-10,247000,250000,243500,245500,497549
2017-05-11,248000,250000,245000,250000,319229
2017-05-12,249500,250000,246000,247000,183203
2017-05-15,245500,248500,244500,247000,157798
2017-05-16,249000,250000,247000,249500,281177
2017-05-17,248000,252500,246000,252500,236426
2017-05-18,252500,262000,252000,260000,546969
2017-05-19,262000,274000,256000,273000,591545
2017-05-22,277000,277500,270500,274500,368121
2017-05-23,272000,283500,271000,280000,410193
2017-05-24,274500,278000,274500,278000,445449
2017-05-25,278000,283000,276500,283000,245235
2017-05-26,289500,289500,280000,281500,309017
2017-05-29,280000,284000,277500,281000,215958
2017-05-30,279000,283000,278000,281000,132024
2017-05-31,277000,277500,272000,274500,377263
2017-06-01,273000,278500,273000,273000,183593
2017-06-02,272000,274000,267500,270500,239051
2017-06-05,273000,278500,272000,275500,159102
2017-06-07,268000,270000,264000,265000,425508
2017-06-08,264500,266000,261000,264500,390301
2017-06-09,264500,266000,263000,264500,242192
2017-06-12,261000,265000,261000,263000,184353
2017-06-13,263000,265500,261000,263500,174411
2017-06-14,263000,266500,262500,266000,243175
2017-06-15,266500,267000,261000,264500,155617
2017-06-16,264000,264500,261500,263000,158324
2017-06-19,261500,261500,256000,261000,146033
2017-06-20,258000,261500,256000,257000,170066
2017-06-21,254000,255500,251500,254500,242511
2017-06-22,254000,259500,253500,258000,165701
2017-06-23,256500,258000,255000,257000,138106
2017-06-26,256000,256500,253000,255500,99697
2017-06-27,254000,256000,253000,253500,133877
2017-06-28,255000,256500,252500,254500,116545
2017-06-29,254000,256000,252500,255000,133853
2017-06-30,254500,254500,247000,250000,342058
2017-07-03,251000,258500,250500,258500,146246
2017-07-04,256000,258000,250000,250500,127626
2017-07-05,248500,250500,246500,248000,315301
2017-07-06,248500,249500,247000,248500,142638
2017-07-07,247500,248000,243000,245500,220580
2017-07-10,243000,246000,240500,243000,216055
2017-07-11,242000,245000,242000,243500,121879
2017-07-12,244000,248500,243000,244500,188971
2017-07-13,245000,249500,242000,245000,177017
2017-07-14,248000,252500,244500,250500,112849
2017-07-17,251500,251500,247500,249500,101201
2017-07-18,249000,250000,246500,249000,97274
2017-07-19,251500,253500,246500,247500,174343
2017-07-20,248000,248500,244500,246000,137262
2017-07-21,245000,248000,242500,243500,191267
2017-07-24,244500,244500,242500,244000,117465
2017-07-25,244000,247500,243500,245500,144558
2017-07-26,247500,251500,246000,248000,213688
2017-07-27,248000,249000,244000,247000,158118
2017-07-28,245500,257000,245500,255500,283619
2017-07-31,252500,255000,245000,246000,247468
2017-08-01,245000,248000,244500,245500,131614
2017-08-02,246500,249500,246000,247000,152031
2017-08-03,246000,251500,244500,250500,188549
2017-08-04,247000,256500,247000,255000,160624
2017-08-07,253000,256000,253000,253500,95146
2017-08-08,253500,253500,248500,250000,156530
2017-08-09,247500,255000,247500,253000,120145
2017-08-10,251000,259000,251000,257500,228752
2017-08-11,255000,257500,252500,255000,136557
2017-08-14,255000,257000,251500,252500,92648
2017-08-16,250000,250000,245500,247000,215121
2017-08-17,245000,247000,238000,245000,220480
2017-08-18,243000,247000,243000,246000,67219
2017-08-21,246000,253500,245500,252500,104269
2017-08-22,249500,253000,247000,251000,101963
2017-08-23,249000,253000,248000,250500,70446
2017-08-24,249000,255500,249000,252000,90116
2017-08-25,253000,255500,250000,252500,74021
2017-08-28,253000,254000,249500,251000,72308
2017-08-29,249000,251000,243000,245000,173692
2017-08-30,243500,246500,240000,244500,172741
2017-08-31,242500,245000,236000,236000,206547
2017-09-01,236000,247000,236000,241000,223020
2017-09-04,240000,245000,238000,238500,105529
2017-09-05,240000,242500,237500,238500,122999
2017-09-06,237000,238500,233000,235000,204805
2017-09-07,235000,238000,234500,236000,162425
2017-09-08,233500,235000,220500,225000,522430
2017-09-11,220500,224000,215000,217000,420323
2017-09-12,218000,221500,218000,219000,322408
2017-09-13,219000,219500,214500,215000,246787
2017-09-14,214000,216500,212500,213500,380939
2017-09-15,212000,217000,212000,216000,248462
2017-09-18,216000,218000,215000,216500,172797
2017-09-19,215500,220500,215500,217500,236454
2017-09-20,219000,222000,218500,219000,327052
2017-09-21,217500,219000,214500,216000,292128
2017-09-22,215000,219500,215000,218000,247649
2017-09-25,221000,222500,218500,220000,196439
2017-09-26,223500,234500,223000,231500,437839
2017-09-27,229500,232500,228500,231500,235304
2017-09-28,228500,234000,228000,232500,156941
2017-09-29,235500,240000,233000,240000,293117
2017-10-10,235000,241500,232500,241500,513282
2017-10-11,237500,243500,237000,242000,185367
2017-10-12,239000,241000,237500,238000,196461
2017-10-13,240000,244500,236000,243500,191252
2017-10-16,242500,246000,239500,241000,123053
2017-10-17,240000,240500,234500,236000,150581
2017-10-18,235000,241000,234500,240000,116811
2017-10-19,243000,251000,241000,249000,336056
2017-10-20,247000,249500,245500,248000,90703
2017-10-23,244500,247000,243000,245500,128288
2017-10-24,243500,245500,242500,244000,83928
2017-10-25,243000,244000,238500,239000,145299
2017-10-26,239000,258000,238500,256000,311911
2017-10-27,252500,258000,250000,255500,261155
2017-10-30,255000,255500,246000,254000,246690
2017-10-31,254000,270000,253000,266500,464930
2017-11-01,262500,271000,262500,265000,185874
2017-11-02,262500,270500,262500,266000,196725
2017-11-03,266000,275000,266000,271000,176620
2017-11-06,268000,276500,268000,272500,208592
2017-11-07,268000,271500,262000,266000,282873
2017-11-08,262000,268000,260000,265000,151779
2017-11-09,266000,272000,264000,268500,207345
2017-11-10,266500,273000,265000,268500,117052
2017-11-13,273000,277000,267000,273000,155226
2017-11-14,271500,273000,266500,268000,106575
2017-11-15,265000,273000,264000,266500,132157
2017-11-16,271000,271000,261500,263500,157184
2017-11-17,260000,261000,255000,255500,262451
2017-11-20,252000,258000,250000,255500,223447
2017-11-21,253500,257500,252500,254000,112175
2017-11-22,253500,257500,252500,253000,116254
2017-11-23,255000,259000,254000,255000,130304
2017-11-24,253500,255500,252000,255500,75644
2017-11-27,253500,257500,253000,254000,117179
2017-11-28,257500,269000,255500,260000,247161
2017-11-29,261000,265500,257000,263500,193750
2017-11-30,269500,283000,268500,273500,571152
2017-12-01,271000,277000,267500,269000,191422
2017-12-04,269500,271500,266000,268500,133272
2017-12-05,266000,275000,266000,268500,142313
2017-12-06,269000,274000,263500,263500,171276
2017-12-07,266000,269500,262500,263000,130195
2017-12-08,262500,265000,257500,262000,128962
2017-12-11,263500,265000,253000,257000,218065
2017-12-12,253500,257000,252500,256000,199849
2017-12-13,255500,262000,255500,259500,171317
2017-12-14,260000,263500,257000,257000,334336
2017-12-15,261000,268500,256000,267000,265788
2017-12-18,263500,269500,261500,267000,140586
2017-12-19,266500,268500,261000,268000,156223
2017-12-20,265000,266500,259500,264500,217296
2017-12-21,263000,265500,258000,259000,157491
2017-12-22,262500,262500,258000,260000,144166
2017-12-26,260000,262500,258500,261000,150400
2017-12-27,258000,273000,257000,268000,223273
2017-12-28,265500,267500,259000,263000,185069
2018-01-02,262500,263500,256000,257000,181417
2018-01-03,254500,259000,254500,256500,175705
2018-01-04,255000,256500,245500,246500,458789
2018-01-05,243500,248000,243500,246500,214959
2018-01-08,246500,248500,245500,247500,193889
2018-01-09,246000,252000,246000,249500,154294
2018-01-10,250500,257000,250500,255000,211615
2018-01-11,255000,255000,249500,251000,174609
2018-01-12,251500,254000,246500,247500,127169
2018-01-15,249500,251000,244500,247000,112046
2018-01-16,246500,256500,246500,253000,161403
2018-01-17,251000,257000,251000,256500,130436
2018-01-18,258000,259000,252500,255000,138823
2018-01-19,253500,268000,253500,267000,241714
2018-01-22,267500,272000,261000,269500,370941
2018-01-23,268000,275500,266000,268000,252175
2018-01-24,265500,272500,265000,270000,200153
2018-01-25,268500,276500,264000,268000,298618
2018-01-26,252000,255000,241500,246000,1337931
2018-01-29,243000,249500,242000,249500,351592
2018-01-30,247000,248500,244000,245500,331364
2018-01-31,245000,247500,242000,247500,391535
2018-02-01,248000,249000,246000,246000,157759
2018-02-02,246500,256500,246500,255000,437624
2018-02-05,254000,255000,248000,248500,244874
2018-02-06,248000,248000,242000,245000,277099
2018-02-07,245500,256000,242500,243000,323645
2018-02-08,244000,249000,241000,245000,473762
2018-02-09,240000,240500,234500,236500,314830
2018-02-12,236500,238500,234000,234000,289273
2018-02-13,234000,236000,223500,224500,469496
2018-02-14,225500,228000,222000,224500,399960
2018-02-19,228000,229500,222000,223500,314804
2018-02-20,223500,227000,222000,223000,151464
2018-02-21,222500,224500,221000,222500,326193
2018-02-22,222500,227500,222500,224000,281409
2018-02-23,225000,229000,221500,228000,289337
2018-02-26,230000,234000,227500,231500,262655
2018-02-27,232000,234500,230000,230000,149866
2018-02-28,230000,232500,226500,228000,181780
2018-03-02,227000,228000,219500,220500,248597
2018-03-05,220000,223500,220000,221500,125684
2018-03-06,222500,224000,217500,219500,303314
2018-03-07,218500,219000,214500,214500,377344
2018-03-08,218000,219000,215000,218000,270399
2018-03-09,217500,222000,216500,221500,231252
2018-03-12,227000,227000,223000,224500,235422
2018-03-13,221500,224500,220500,224000,173751
2018-03-14,222000,233000,222000,229000,357603
2018-03-15,230000,231500,225000,229000,202773
2018-03-16,230000,237500,229500,231500,347714
2018-03-19,227000,227000,219000,226000,297880
2018-03-20,222000,235000,221500,233500,353851
2018-03-21,232000,237500,232000,236500,186908
2018-03-22,237000,239000,232000,236000,203437
2018-03-23,232000,235500,231500,233000,284903
2018-03-26,230500,234000,228000,232500,182367
2018-03-27,236000,247000,235500,245000,586844
2018-03-28,249500,264000,245000,261500,1530584
2018-03-29,248000,260000,240500,254000,1386658
2018-03-30,251500,252500,237000,239500,744205
2018-04-02,239500,246000,239000,244500,1040185
2018-04-03,244500,258500,241000,255500,596146
2018-04-04,264000,271000,261000,264500,741979
2018-04-05,270000,270000,258500,262500,251627
2018-04-06,263000,264500,260000,262000,270168
2018-04-09,262000,262500,257500,260500,266775
2018-04-10,260000,264500,258500,263000,299354
2018-04-11,261500,264000,261000,262000,173875
2018-04-12,260500,261500,251500,251500,364527
2018-04-13,251500,253000,249500,250000,133074
2018-04-16,253000,253000,242500,245500,234745
2018-04-17,243500,252000,243500,248500,304530
2018-04-18,249000,251000,245500,248500,193627
2018-04-19,248500,248500,241500,243000,258837
2018-04-20,241000,246000,241000,243500,112551
2018-04-23,243500,245000,240500,243500,125683
2018-04-24,247500,250000,243500,245000,253726
2018-04-25,243000,247000,241000,244000,159692
2018-04-26,243500,249000,241000,241000,240291
2018-04-27,241500,249500,241000,246500,255100
2018-04-30,248000,249500,243000,248000,163901
2018-05-02,245000,255500,243000,243500,329216
2018-05-03,247000,248000,238500,240000,287847
2018-05-04,238000,239500,234000,235000,237103
2018-05-08,236500,240000,234000,235000,204230
2018-05-09,238500,238500,234500,235000,169553
2018-05-10,235000,237000,229000,231500,260513
2018-05-11,232500,238000,232000,237000,160885
2018-05-14,238000,242000,236000,240000,185015
2018-05-15,237500,241000,237500,238500,142993
2018-05-16,238000,239000,234500,237000,261360
2018-05-17,238000,239000,235000,237500,148274
2018-05-18,236000,239500,231500,239000,112260
2018-05-21,241000,244000,237500,241500,160148
2018-05-23,248500,250000,244000,247000,523019
2018-05-24,244500,245000,237000,239000,230720
2018-05-25,237500,237500,232500,234500,252405
2018-05-28,234500,234500,230000,231500,150006
2018-05-29,230000,231500,224000,225500,233787
2018-05-30,223000,224500,218500,220500,276826
2018-05-31,221000,221500,217000,218000,496730
2018-06-01,219500,227500,219000,226500,196650
2018-06-04,225000,233000,223500,231000,160646
2018-06-05,228000,229500,226000,227500,121218
2018-06-07,229500,232000,228000,231500,117781
2018-06-08,230000,231500,228000,230000,142218
2018-06-11,231000,232000,224500,226000,277130
2018-06-12,225000,227000,224000,226500,183802
2018-06-14,224000,225000,221000,223000,370143
2018-06-15,222500,222500,219000,219000,539275
2018-06-18,220500,221500,219000,220500,207317
2018-06-19,218500,222000,218000,221000,265262
2018-06-20,220500,220500,218000,219000,266410
2018-06-21,218000,220000,215500,217000,242401
2018-06-22,215500,218500,215000,217000,182137
2018-06-25,220000,220500,215000,216000,276167
2018-06-26,216500,218000,214500,218000,266685
2018-06-27,216000,218000,215000,215500,156627
2018-06-28,215500,216000,213000,214000,131608
2018-06-29,214500,215500,208000,212000,177310
2018-07-02,210500,212000,203500,205500,203404
2018-07-03,207000,208000,203000,205000,122216
2018-07-04,203000,205000,197500,198500,227267
2018-07-05,197000,201000,197000,200000,130579
2018-07-06,200500,209500,200500,205500,184527
2018-07-09,207500,208500,204500,206000,99131
2018-07-10,204000,206500,203000,205000,128623
2018-07-11,200500,204500,200500,202000,149249
2018-07-12,203500,209500,203000,208000,302165
2018-07-13,206500,216500,206000,215500,279643
2018-07-16,213000,224500,213000,222500,340854
2018-07-17,221500,225500,220500,223500,153034
2018-07-18,223500,224000,219000,221000,142083
2018-07-19,218500,223000,218500,222000,103903
2018-07-20,222000,228000,219000,227000,165713
2018-07-23,228500,231500,227000,229500,140170
2018-07-24,227500,227500,221500,226000,174760
2018-07-25,224000,229000,224000,226000,127419
2018-07-26,224000,227500,220500,223000,245872
2018-07-27,225500,231500,225500,228000,248302
2018-07-30,228500,230000,226000,229500,112845
2018-07-31,231000,231000,227500,228000,98193
2018-08-01,229000,231000,226500,228500,90169
2018-08-02,226500,229000,221500,223500,136823
2018-08-03,222500,226000,222000,224500,87520
2018-08-06,223500,230000,223500,227500,79586
2018-08-07,228000,228000,223000,224500,90197
2018-08-08,235000,240500,230000,231000,528047
2018-08-09,230000,233000,228000,233000,165783
2018-08-10,232500,234000,229000,231500,108892
2018-08-13,231500,234500,227000,231000,91229
2018-08-14,231500,233000,228000,230000,93989
2018-08-16,228000,232500,226000,232500,143166
2018-08-17,229500,232500,226500,232000,81940
2018-08-20,234000,235000,232000,235000,105324
2018-08-21,233000,235000,230000,231000,142076
2018-08-22,230500,232000,228000,229500,135387
2018-08-23,231000,231000,228000,230000,136096
2018-08-24,230000,232500,228000,232000,164608
2018-08-27,231000,232500,229000,230000,132308
2018-08-28,231000,232500,229000,231000,137576
2018-08-29,231000,231000,224500,226500,119997
2018-08-30,226500,227000,222000,223000,119006
2018-08-31,225000,226500,222000,224000,137691
2018-09-03,223500,228000,223500,226500,92301
2018-09-04,225000,228000,223000,226500,103520
2018-09-05,226500,229500,224000,226500,156231
2018-09-06,225000,233000,225000,231500,191522
2018-09-07,234500,240000,233500,237000,336510
2018-09-10,232500,237000,226000,227000,172142
2018-09-11,225000,226000,221500,222500,169946
2018-09-12,223000,223000,220500,222000,135920
2018-09-13,222500,223500,220000,221000,189480
2018-09-14,220500,226500,220500,226500,114740
2018-09-17,224000,224500,221000,222500,108966
2018-09-18,220500,221000,217000,220000,199384
2018-09-19,219000,221000,217500,221000,91988
2018-09-20,219500,226500,219500,224500,112037
2018-09-21,227000,227500,221000,223000,158571
2018-09-27,227500,228500,224500,227500,289050
2018-09-28,227000,229500,226000,228000,193492
2018-10-01,225000,226000,220000,221000,160689
2018-10-02,220000,223000,217500,218000,141137
2018-10-04,216000,218000,203500,209500,325337
2018-10-05,208500,209500,206000,208500,142461
2018-10-08,208000,212000,205000,208000,131297
2018-10-10,211000,211000,201500,205500,181623
2018-10-11,199000,202000,195000,195500,358876
2018-10-12,197000,197500,191500,195500,244661
2018-10-15,195500,197000,188000,190500,304782
2018-10-16,190500,195500,189000,191500,256210
2018-10-17,194000,198500,192500,198500,206485
2018-10-18,195000,196500,188500,191000,291817
2018-10-19,189500,194000,188500,193000,165407
2018-10-22,193000,197000,192000,195500,233922
2018-10-23,193000,195000,185500,187500,436598
2018-10-24,189500,192500,187500,191000,348405
2018-10-25,187000,190000,172500,182500,500682
2018-10-26,182000,192500,182000,188000,475642
2018-10-29,188000,194000,187000,189000,285393
2018-10-30,190000,195500,189500,191500,269327
2018-10-31,187500,192000,183500,190000,287841
2018-11-01,187000,191500,185000,187500,328587
2018-11-02,186000,190000,186000,188500,424064
2018-11-05,187000,191500,186500,188500,191947
2018-11-06,189500,196500,189000,195500,215540
2018-11-07,194500,199000,192000,193000,203610
2018-11-08,197000,198000,193000,193000,199959
2018-11-09,192000,198500,192000,193000,141838
2018-11-12,192000,192500,185000,186000,146973
2018-11-13,182000,188000,179000,186500,190077
2018-11-14,187500,192000,187000,190000,157205
2018-11-15,188000,193000,185500,191500,112223
2018-11-16,192000,194500,190500,193500,101143
2018-11-19,190500,192500,187500,191000,142024
2018-11-20,191500,192500,181000,184500,235831
2018-11-21,180500,186000,178000,185000,172473
2018-11-22,185000,185000,167000,169000,705244
2018-11-23,168500,170000,165000,167000,326300
2018-11-26,166000,169000,165500,167000,302321
2018-11-27,168000,175500,167500,174500,396585
2018-11-28,175000,177500,173000,176000,183892
2018-11-29,178000,179500,172500,173500,156706
2018-11-30,175500,184500,174000,180500,435192
2018-12-03,183000,185000,180000,181500,137431
2018-12-04,183000,183500,177000,179500,187512
2018-12-05,177500,179500,176000,177000,135384
2018-12-06,177500,180500,174000,179000,153458
2018-12-07,180000,182000,177500,181000,130643
2018-12-10,177000,181000,175500,180000,181255
2018-12-11,178000,180000,174500,177500,156828
2018-12-12,180000,195000,179000,193500,485527
2018-12-13,194000,203500,192000,201000,592157
2018-12-14,201000,201000,196500,199000,230837
2018-12-17,203000,203500,194500,201000,191113
2018-12-18,201000,201500,198500,200000,176452
2018-12-19,201500,207000,198500,205500,238458
2018-12-20,200000,202500,196500,200000,354985
2018-12-21,194000,196500,193000,195000,309481
2018-12-24,195000,198500,194000,197000,134838
2018-12-26,193500,194000,185500,190000,260543
2018-12-27,189000,193000,186500,188500,146869
2018-12-28,188500,192500,188500,190000,143178
2019-01-02,190500,191500,183000,185000,215479
2019-01-03,187000,194000,184000,192000,236692
2019-01-04,191000,202000,191000,199500,352671
2019-01-07,200000,200500,196000,198500,144186
2019-01-08,200500,201000,192000,193000,112903
2019-01-09,192500,204500,191500,202500,277391
2019-01-10,199000,200000,195500,196000,239761
2019-01-11,196000,198500,195000,196500,138285
2019-01-14,195500,197500,193000,195000,130372
2019-01-15,199000,203000,195500,202000,211778
2019-01-16,200000,203000,198000,200000,131657
2019-01-17,199500,211500,198000,207000,373169
2019-01-18,207000,212500,206000,210000,356368
2019-01-21,208500,211500,203500,205000,190077
2019-01-22,205000,206500,203500,205500,143839
2019-01-23,205500,215500,204000,215000,321733
2019-01-24,211000,215500,208000,214500,292037
2019-01-25,210500,214000,208500,208500,264026
2019-01-28,220500,220500,215000,217500,460844
2019-01-29,215000,222500,212500,221000,353140
2019-01-30,222500,224500,218500,224500,241733
2019-01-31,226000,226500,219500,225000,263647
2019-02-01,225500,227000,222500,224000,158081
2019-02-07,223500,224000,219500,221000,175558
2019-02-08,213000,220000,213000,218000,143844
2019-02-11,218000,223500,216500,219500,180612
2019-02-12,220000,225000,219500,222000,211222
2019-02-13,222000,223000,217500,218500,162454
2019-02-14,215500,218000,210500,218000,343277
2019-02-15,216500,217000,212000,214000,177426
2019-02-18,213000,213500,208000,210000,272761
2019-02-19,209500,210500,208500,209000,140054
2019-02-20,209500,213500,209000,210000,313845
2019-02-21,212500,216500,211000,214500,322897
2019-02-22,212000,217000,211500,213000,237777
2019-02-25,215000,217500,213000,214000,188208
2019-02-26,213500,218500,211500,213000,510196
2019-02-27,220000,222000,217000,221000,591208
2019-02-28,221000,224500,219000,220500,407384
2019-03-04,216500,217500,208500,212500,422495
