Date,Open,High,Low,Close,Volume
2004-05-03,50400,51100,50000,50300,292551
2004-05-04,50300,51000,49900,50500,302780
2004-05-06,50700,51000,50000,50200,536964
2004-05-07,51000,53500,49600,53000,963100
2004-05-10,52300,52600,48250,50100,753201
2004-05-11,49400,50500,48200,48500,494546
2004-05-12,49100,49750,47900,49000,600042
2004-05-13,48100,48600,44700,45500,1046614
2004-05-14,45500,45800,41800,43900,885845
2004-05-17,43450,43800,38900,39600,865161
2004-05-18,39100,42150,39000,41050,1123986
2004-05-19,42300,46200,42000,44300,1084980
2004-05-20,43700,46350,43200,46000,962300
2004-05-21,46050,47600,45200,47400,451922
2004-05-24,47800,48200,46600,47800,434992
2004-05-25,46800,47600,46200,47100,274914
2004-05-27,48500,49100,48050,48150,405140
2004-05-28,48150,49150,47350,47550,420622
2004-05-31,46800,47000,44700,45500,522524
2004-06-01,45500,46600,45350,45600,386153
2004-06-02,45000,45300,44500,44500,357102
2004-06-03,44800,45400,42300,42400,649775
2004-06-04,42600,44000,42050,44000,423982
2004-06-07,44300,47750,44300,47750,706033
2004-06-08,48350,48800,47500,47850,529775
2004-06-09,48500,48850,47100,47150,534807
2004-06-10,47700,49150,47300,48850,914502
2004-06-11,49000,49150,46850,47100,449350
2004-06-14,46850,48300,46500,47100,416544
2004-06-15,47650,48150,45800,47800,431724
2004-06-16,48500,49500,48100,48350,439544
2004-06-17,49100,50100,48350,50100,447828
2004-06-18,49400,49900,47300,48300,306116
2004-06-21,49900,50100,48750,49800,358588
2004-06-22,49800,49950,48300,49350,225097
2004-06-23,49350,49900,48400,48400,470512
2004-06-24,49200,49600,48500,49600,387451
2004-06-25,49600,50700,49500,50100,351814
2004-06-28,50200,50200,48600,49000,216300
2004-06-29,49000,51000,49000,50900,347770
2004-06-30,51200,51700,50500,51300,306888
2004-07-01,51600,52600,50800,51900,488340
2004-07-02,51000,51800,50400,50900,303522
2004-07-05,50400,51400,50100,51100,248404
2004-07-06,51100,52200,50600,51600,341265
2004-07-07,50600,51400,49900,51400,344292
2004-07-08,51200,51400,50000,50000,351585
2004-07-09,50000,50300,48650,49000,386023
2004-07-12,49450,49600,48400,49000,271905
2004-07-13,49550,49900,48650,49850,243177
2004-07-14,49350,50600,49300,49700,254064
2004-07-15,49700,50100,48600,49700,181048
2004-07-16,49700,50300,48550,49900,238670
2004-07-19,49100,50400,49000,50300,221611
2004-07-20,49600,50600,49500,50300,222630
2004-07-21,50900,51000,50200,50700,309037
2004-07-22,49750,50600,49450,50000,165222
2004-07-23,50000,50000,48950,49050,196621
2004-07-26,48400,49300,48350,48700,123427
2004-07-27,48450,48900,47900,48800,180648
2004-07-28,49500,49850,49200,49450,191180
2004-07-29,49700,49700,48550,49300,211647
2004-07-30,49500,49700,48800,49200,200920
2004-08-02,48500,49000,46500,46750,426582
2004-08-03,47200,47300,45250,46200,641520
2004-08-04,45600,47900,45400,47900,484964
2004-08-05,48800,51200,48500,51200,635735
2004-08-06,50100,51900,50000,50300,382387
2004-08-09,50500,52200,49700,52200,308292
2004-08-10,51900,52400,51200,52400,208702
2004-08-11,52500,52800,51800,52000,300800
2004-08-12,52000,53500,51600,53000,381700
2004-08-13,53000,54900,52400,54500,526135
2004-08-16,54000,55000,53600,54500,262315
2004-08-17,55000,55300,53300,53500,295831
2004-08-18,54200,54200,53300,53700,118125
2004-08-19,53700,55000,53700,54500,178693
2004-08-20,54200,54700,53900,54700,138887
2004-08-23,54700,55200,54100,54500,149886
2004-08-24,54600,55900,54600,55800,354850
2004-08-25,55600,57200,55500,57000,460961
2004-08-26,57500,57500,56200,57000,578653
2004-08-27,57200,57500,56700,57000,276070
2004-08-30,57500,57500,55000,57000,207139
2004-08-31,56300,56900,56000,56600,265010
2004-09-01,56200,58000,56200,57900,286970
2004-09-02,58200,59700,58200,59200,473336
2004-09-03,59500,59600,57800,58500,296055
2004-09-06,58900,59500,57900,58500,362221
2004-09-07,58100,59000,56600,57000,204330
2004-09-08,57800,57800,56500,56500,261874
2004-09-09,56500,57600,56500,57600,353989
2004-09-10,57600,59000,56700,58700,303312
2004-09-13,59500,60500,59300,60500,455169
2004-09-14,60500,60500,59200,59900,300589
2004-09-15,59900,62000,59800,61500,616068
2004-09-16,61500,63000,61300,62600,393780
2004-09-17,62800,63700,62400,63500,387925
2004-09-20,64000,65100,63700,64500,466192
2004-09-21,64700,64700,62000,62000,429464
2004-09-22,62400,62500,60100,60100,348719
2004-09-23,59300,60400,58400,58800,464346
2004-09-24,58700,60100,58500,59300,436756
2004-09-30,58600,59700,57300,58000,490252
2004-10-01,58300,61400,58200,61400,552083
2004-10-04,62300,63400,61700,63300,452029
2004-10-05,63100,63500,62200,63400,404789
2004-10-06,63600,63600,61000,61800,466763
2004-10-07,61600,61800,60800,61200,329053
2004-10-08,60200,61700,60000,60600,504738
2004-10-11,60200,60700,59400,59600,397147
2004-10-12,59300,59600,57600,57600,526246
2004-10-13,58100,60000,58100,59000,334724
2004-10-14,57800,60300,57800,59300,457578
2004-10-15,58900,59700,58100,59000,249256
2004-10-18,59000,60100,59000,59700,216404
2004-10-19,60300,60900,59400,60300,287033
2004-10-20,59700,60000,57300,57500,435113
2004-10-21,57400,58000,55600,56100,464154
2004-10-22,56100,56500,53800,54700,609471
2004-10-25,53000,55000,52400,54000,376277
2004-10-26,54200,56500,54200,56000,284576
2004-10-27,56200,56600,54100,54700,233092
2004-10-28,55900,56000,54800,55900,268282
2004-10-29,55500,58000,55300,57400,404059
2004-11-01,57000,58200,56800,57500,189535
2004-11-02,58400,59600,58300,59500,332685
2004-11-03,59700,60900,59500,60900,472700
2004-11-04,61400,61600,60300,60600,295680
2004-11-05,61200,61900,60800,61200,320878
2004-11-08,61300,61600,59900,60000,204889
2004-11-09,60000,61100,59000,61100,221200
2004-11-10,60700,61300,60200,60500,196839
2004-11-11,60500,61100,60000,60600,207839
2004-11-12,61800,62900,61500,62700,513530
2004-11-15,63000,64700,62000,64000,624732
2004-11-16,63500,64500,62000,62300,220757
2004-11-17,63000,63200,61700,61900,183025
2004-11-18,62700,63800,61700,62200,485473
2004-11-19,62900,63400,62400,62500,311579
2004-11-22,63000,63400,61100,63000,487546
2004-11-23,64000,64100,62800,63700,405182
2004-11-24,63900,65500,63700,65400,537081
2004-11-25,65400,65400,63800,63900,266665
2004-11-26,63900,65000,62100,62500,392752
2004-11-29,62500,63500,60200,60500,393050
2004-11-30,61000,62500,60400,62400,390432
2004-12-01,62500,62900,60500,60500,308264
2004-12-02,61700,62700,61600,62500,411128
2004-12-03,63700,64000,63100,63900,271501
2004-12-06,63500,63900,62700,63000,216650
2004-12-07,64000,64200,62800,62800,229645
2004-12-08,62800,62800,61200,62400,343132
2004-12-09,62600,62700,61200,61500,515188
2004-12-10,61600,62600,60100,60100,452925
2004-12-13,59800,60700,59800,60700,184220
2004-12-14,61100,61700,60700,61400,157983
2004-12-15,61500,64300,61500,64300,326053
2004-12-16,64600,64800,63200,63500,262735
2004-12-17,63400,63800,62800,63500,212768
2004-12-20,62600,63600,62600,63500,128427
2004-12-21,64000,64500,63200,63500,215109
2004-12-22,64100,64300,63500,64000,216280
2004-12-23,63500,64000,62000,62300,212115
2004-12-24,61700,62500,61300,62000,198854
2004-12-27,62400,62500,60900,61500,218808
2004-12-28,61200,62000,61200,61700,198265
2004-12-29,61300,63400,61300,63100,242460
2004-12-30,64000,65500,63100,65500,361565
2005-01-03,65000,65500,64300,64700,164014
2005-01-04,65000,65700,64500,65100,253806
2005-01-05,64500,66700,64300,66500,290836
2005-01-06,66000,66400,64200,64500,266359
2005-01-07,64700,65700,64300,65000,183001
2005-01-10,65600,66200,64900,65800,187170
2005-01-11,65200,67000,64800,66100,256527
2005-01-12,66200,66800,65700,66500,184461
2005-01-13,67000,67600,65400,67000,274767
2005-01-14,65700,67900,65300,67900,401521
2005-01-17,68100,69200,67500,68900,288573
2005-01-18,69300,69300,67900,68000,278713
2005-01-19,68000,69200,67400,67400,433586
2005-01-20,67000,69000,67000,68400,281412
2005-01-21,68700,69300,68600,69000,339807
2005-01-24,69500,71000,69100,70600,319982
2005-01-25,71000,71100,69400,70000,305281
2005-01-26,69800,71900,69800,71000,269600
2005-01-27,70000,70300,69300,69500,471874
2005-01-28,69200,69500,67900,68200,425760
2005-01-31,68200,70100,68000,70100,411264
2005-02-01,69900,70000,69000,69400,317655
2005-02-02,69000,69900,68300,69000,275517
2005-02-03,69000,69300,68500,68500,280696
2005-02-04,68500,71000,68200,70200,273534
2005-02-07,70500,71700,70500,71000,327486
2005-02-11,71000,71000,69500,70200,283493
2005-02-14,70900,72100,70200,71900,325245
2005-02-15,71900,72600,71500,72600,283462
2005-02-16,72900,73600,72300,73100,327797
2005-02-17,72700,73500,72500,73400,203918
2005-02-18,72000,73800,72000,72900,443890
2005-02-21,72900,73000,69700,69900,1022594
2005-02-22,70000,70200,67500,67900,819592
2005-02-23,66900,68300,66400,66700,647371
2005-02-24,66700,67600,66700,67500,501602
2005-02-25,67500,68800,67400,68100,370780
2005-02-28,68000,68700,67200,67800,416525
2005-03-02,68000,68300,66700,66700,482619
2005-03-03,66700,68900,66700,68400,412490
2005-03-04,68700,68900,67700,68700,320006
2005-03-07,69000,69900,66100,66800,543770
2005-03-08,68100,68600,67100,67700,429264
2005-03-09,68200,70100,67500,70000,835557
2005-03-10,70000,70100,68900,69100,578292
2005-03-11,69000,69800,67600,68000,523439
2005-03-14,67500,67800,66700,67100,553600
2005-03-15,67100,67200,64600,64600,614565
2005-03-16,64000,65200,64000,64100,393288
2005-03-17,64500,66200,64300,65200,557888
2005-03-18,65200,66600,64000,64100,415129
2005-03-21,63800,64400,63000,64000,335505
2005-03-22,64000,64700,63700,63700,221572
2005-03-23,63000,64600,63000,63300,224133
2005-03-24,64300,64500,63200,63200,225604
2005-03-25,63700,64500,63200,64500,144342
2005-03-28,64800,66100,64800,65400,295518
2005-03-29,65700,66000,64500,65000,255415
2005-03-30,64300,65900,64200,65900,168512
2005-03-31,66600,66600,65300,66200,183391
2005-04-01,66000,67100,65600,66900,312028
2005-04-04,67400,67400,65600,66300,202569
2005-04-06,66300,68500,65600,68500,517663
2005-04-07,68900,70500,68900,70300,710812
2005-04-08,70200,70200,68400,69800,340627
2005-04-11,69000,70000,68600,69400,191894
2005-04-12,69100,70000,69100,69600,171495
2005-04-13,69600,70000,68900,68900,82010
2005-04-14,69200,69300,66700,66700,335825
2005-04-15,67000,67200,65600,66100,164241
2005-04-18,64800,65000,63300,63800,270533
2005-04-19,63900,65200,63900,64800,203332
2005-04-20,65400,67100,65400,66900,272740
2005-04-21,65500,67600,65300,66900,166301
2005-04-22,68000,68000,65900,65900,132092
2005-04-25,66500,66800,64800,66200,180714
2005-04-26,66800,67100,66000,66400,133723
2005-04-27,66000,66400,64500,65000,177811
2005-04-28,64200,64700,63000,63000,345590
2005-04-29,62000,64900,61700,64900,324269
2005-05-02,64800,65500,64100,64500,143684
2005-05-03,65300,65300,63100,63100,97910
2005-05-04,63700,63700,62800,63000,326547
2005-05-06,63000,67100,63000,66100,456189
2005-05-09,66300,66500,65000,66100,379918
2005-05-10,66800,66800,65500,65700,167025
2005-05-11,64500,65100,63400,63800,146537
2005-05-12,63200,64100,63000,63000,133981
2005-05-13,63100,63100,61800,62300,252612
2005-05-16,62100,63400,62000,62500,189423
2005-05-17,63100,63400,60800,61000,386345
2005-05-18,61200,61900,59800,61100,440048
2005-05-19,61600,64600,61500,64600,370224
2005-05-20,64400,64600,63500,63700,217892
2005-05-23,63200,63700,62400,62900,227676
2005-05-24,63100,63400,61300,61500,477960
2005-05-25,61500,62200,61400,61900,366843
2005-05-26,61700,63500,61700,63000,521274
2005-05-27,63900,66200,63600,66100,685435
2005-05-30,66000,67500,65600,67000,200576
2005-05-31,66400,67000,65000,66600,207305
2005-06-01,65800,66200,65400,65600,338055
2005-06-02,65800,67400,65800,66600,374061
2005-06-03,66600,67200,66200,67000,232127
2005-06-07,67300,67300,65800,65800,278066
2005-06-08,65100,66600,65100,66000,165845
2005-06-09,65500,66400,64500,66400,419057
2005-06-10,65600,67200,65600,67000,182279
2005-06-13,66700,68500,66700,68300,252755
2005-06-14,67400,68600,67400,68500,187031
2005-06-15,68700,69100,67900,69000,149199
2005-06-16,68400,69500,68400,68500,154977
2005-06-17,69000,69200,68300,68500,169911
2005-06-20,68500,68800,67700,68300,133292
2005-06-21,68600,69000,67500,67700,106556
2005-06-22,68300,69000,67900,69000,156613
2005-06-23,69300,69400,68500,69000,157986
2005-06-24,68900,68900,67600,67800,196286
2005-06-27,68700,70200,67800,69000,478018
2005-06-28,69700,69900,69100,69400,180045
2005-06-29,69900,70400,69600,70200,319158
2005-06-30,70100,70600,69500,69500,167878
2005-07-01,70400,70400,68500,70000,159658
2005-07-04,70300,72500,70100,72200,452450
2005-07-05,72200,73000,71300,72800,153541
2005-07-06,73500,74900,73200,74600,471313
2005-07-07,75600,76300,73800,74100,358747
2005-07-08,74500,75400,72500,75400,320650
2005-07-11,77000,77000,76000,76000,324338
2005-07-12,75900,76000,73400,73400,276940
2005-07-13,73400,74800,73400,74100,223714
2005-07-14,73700,75700,73600,75200,269761
2005-07-15,75300,76000,74000,74100,161118
2005-07-18,73500,74900,73000,73100,136724
2005-07-19,73000,74800,73000,74600,231328
2005-07-20,74600,76000,74100,75800,190065
2005-07-21,76500,76900,75200,75600,186707
2005-07-22,75600,76600,75100,76300,193720
2005-07-25,76300,77700,75400,77700,142707
2005-07-26,77800,77800,76200,76300,211320
2005-07-27,77500,77500,72400,73100,779027
2005-07-28,73500,73500,71300,72300,626565
2005-07-29,73300,75000,72400,75000,739956
2005-08-01,74000,75600,73800,75000,214222
2005-08-02,74500,75000,73700,74000,196282
2005-08-03,74000,77200,74000,76500,660498
2005-08-04,76800,87900,76600,78500,983629
2005-08-05,78400,78400,76800,77500,297341
2005-08-08,77500,79100,77500,77600,245570
2005-08-09,76000,78300,76000,77700,290554
2005-08-10,78400,80000,78000,79000,207160
2005-08-11,78500,80000,78500,80000,179556
2005-08-12,80200,80900,79100,79400,146995
2005-08-16,79400,80600,79000,79000,341256
2005-08-17,79000,80200,78600,80000,331510
2005-08-18,80000,81000,78000,78000,298035
2005-08-19,77500,79400,77500,78500,207017
2005-08-22,78200,80900,78200,80500,159528
2005-08-23,80500,81300,79500,80000,201670
2005-08-24,79900,79900,76700,77900,324580
2005-08-25,76300,77600,75400,77500,384340
2005-08-26,77000,78200,76000,76000,163876
2005-08-29,74600,75600,73800,73800,174253
2005-08-30,74100,75500,73000,74500,193553
2005-08-31,74100,75500,73900,74100,196912
2005-09-01,75300,75800,74500,75200,421940
2005-09-02,75200,79400,75100,78600,504369
2005-09-05,79000,79500,77700,79100,229799
2005-09-06,79200,80600,79100,79700,230392
2005-09-07,80100,82600,80100,82500,290646
2005-09-08,82900,83000,80600,81700,369429
2005-09-09,81300,83400,81300,83400,246480
2005-09-12,83500,83600,81400,81700,204316
2005-09-13,81700,82900,79800,79900,232346
2005-09-14,79900,81300,79600,80800,141570
2005-09-15,80000,82300,79900,80500,362651
2005-09-16,80700,84300,80300,83900,449545
2005-09-20,85200,87400,84300,86000,478470
2005-09-21,85500,85500,83400,85300,702577
2005-09-22,85500,85500,82800,83000,487128
2005-09-23,82700,83900,81000,81000,401302
2005-09-26,80700,82000,80700,81700,338859
2005-09-27,82000,83300,82000,83200,260729
2005-09-28,82700,85800,82700,85100,314320
2005-09-29,85000,86700,84300,86700,346789
2005-09-30,85800,86700,84100,85700,223147
2005-10-04,86000,87100,85300,87000,235818
2005-10-05,87000,87500,86000,87000,261658
2005-10-06,87000,87400,85100,85200,440979
2005-10-07,86500,86900,84700,84700,208865
2005-10-10,84700,88000,84700,88000,266022
2005-10-11,88100,88100,86500,88000,146110
2005-10-12,88000,90500,88000,88600,469640
2005-10-13,88500,88600,84900,84900,289149
2005-10-14,85400,86000,82000,83200,302233
2005-10-17,83500,84700,80800,81200,190255
2005-10-18,81400,83400,81400,82900,161953
2005-10-19,81000,82600,79300,79300,305523
2005-10-20,80500,80800,79300,79900,258275
2005-10-21,78800,82700,78800,82700,251429
2005-10-24,83400,84000,81400,82700,128715
2005-10-25,84300,85300,82700,82700,272916
2005-10-26,83900,84300,82200,84200,135321
2005-10-27,83100,84700,82000,82000,238514
2005-10-28,81100,81100,79500,80000,200959
2005-10-31,81800,83500,80200,83000,205261
2005-11-01,83900,87000,83100,86500,370919
2005-11-02,86500,88000,86100,88000,222492
2005-11-03,88600,88700,87000,88200,176080
2005-11-04,87900,88500,86700,87800,149670
2005-11-07,88000,88200,85700,86100,190948
2005-11-08,86900,88000,86000,88000,201091
2005-11-09,86700,88700,86300,87700,192070
2005-11-10,87100,88300,86000,86000,304367
2005-11-11,87000,88300,86800,88300,274899
2005-11-14,88300,88800,86600,87400,233170
2005-11-15,87400,89600,86600,87000,232638
2005-11-16,86700,87500,86400,87400,200486
2005-11-17,87400,87500,85400,85500,427370
2005-11-18,86100,87200,84400,85000,358997
2005-11-21,84700,85700,83000,83500,346306
2005-11-22,82700,84300,81600,82200,347380
2005-11-23,82200,84000,82000,84000,352115
2005-11-24,83500,84400,82400,82600,324559
2005-11-25,82300,83700,82300,83000,302993
2005-11-28,82600,83500,81600,81800,321214
2005-11-29,81200,83000,81200,82000,403622
2005-11-30,81700,86800,81700,86800,509115
2005-12-01,86400,88500,86100,88400,475856
2005-12-02,88500,89600,87300,87500,525209
2005-12-05,87000,89200,87000,89000,258228
2005-12-06,89900,95300,89400,95000,617739
2005-12-07,95300,96200,92700,94400,353243
2005-12-08,94400,94400,91300,94400,364050
2005-12-09,92500,95600,92100,92500,251948
2005-12-12,92300,94300,92300,93700,171295
2005-12-13,94000,94500,90600,91700,280247
2005-12-14,92700,95500,91300,91600,376807
2005-12-15,91300,92900,91000,91000,220981
2005-12-16,89500,90500,89000,89000,207647
2005-12-19,88000,91600,88000,91600,272252
2005-12-20,90600,92100,90500,92100,146908
2005-12-21,92500,94400,92200,94000,193910
2005-12-22,93300,93900,91600,92000,166064
2005-12-23,93000,93400,91500,91700,87652
2005-12-26,91300,92800,91000,91000,94441
2005-12-27,91000,93300,91000,91900,146045
2005-12-28,91700,91700,90500,90900,135858
