date	cname	industry_id	cid	cmid	possibility	pay	balance	culture	management	recommend	expect	job_kind	current	area	helpful_count	is_best
2017/8/31	스타벅스커피코리아(주)	100	70749	553193	4.0	3.0	1.0	4.0	3.0	0	1	서비스/고객지원	현직원	서울	 0 	False
2017/8/31	스타벅스커피코리아(주)	100	70749	553172	2.0	4.0	1.0	1.0	4.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2017/8/29	스타벅스커피코리아(주)	100	70749	551897	1.0	2.0	1.0	1.0	1.0	0	1	생산/제조	전직원	대전	 2 	False
2017/8/28	스타벅스커피코리아(주)	100	70749	551735	4.0	2.0	3.0	4.0	3.0	0	1	서비스/고객지원	전직원	경기	 0 	False
2017/8/27	스타벅스커피코리아(주)	100	70749	551297	3.0	3.0	4.0	3.0	3.0	1	1	서비스/고객지원	전직원	부산	 0 	False
2017/8/24	스타벅스커피코리아(주)	100	70749	550029	3.0	3.0	3.0	2.0	2.0	1	1	서비스/고객지원	전직원	부산	 0 	False
2017/8/23	스타벅스커피코리아(주)	100	70749	549694	3.0	3.0	1.0	3.0	3.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2017/8/22	스타벅스커피코리아(주)	100	70749	549267	4.0	5.0	4.0	4.0	4.0	1	1	서비스/고객지원	전직원	충북	 2 	False
2017/8/22	스타벅스커피코리아(주)	100	70749	548969	3.0	2.0	3.0	3.0	3.0	0	1	서비스/고객지원	현직원	부산	 0 	False
2017/8/21	스타벅스커피코리아(주)	100	70749	548753	4.0	4.0	4.0	4.0	3.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2017/8/9	스타벅스커피코리아(주)	100	70749	544330	3.0	2.0	1.0	1.0	1.0	0	1	서비스/고객지원	전직원	서울	 1 	False
2017/8/5	스타벅스커피코리아(주)	100	70749	542741	5.0	1.0	1.0	1.0	1.0	0	0	영업/제휴	전직원	서울	 2 	False
2017/8/31	한국맥도날드(유)	100	3616	553228	4.0	2.0	2.0	4.0	4.0	0	1	영업/제휴	전직원	서울	 0 	False
2017/8/31	한국맥도날드(유)	100	3616	553116	4.0	3.0	4.0	4.0	4.0	1	1	생산/제조	현직원	경기	 0 	False
2017/8/31	한국맥도날드(유)	100	3616	552921	4.0	4.0	4.0	1.0	1.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2017/8/29	한국맥도날드(유)	100	3616	551908	5.0	1.0	2.0	4.0	2.0	1	1	서비스/고객지원	현직원	경기	 0 	False
2017/8/27	한국맥도날드(유)	100	3616	551346	3.0	3.0	3.0	4.0	4.0	1	1	서비스/고객지원	전직원	대구	 0 	False
2017/8/25	한국맥도날드(유)	100	3616	550929	3.0	3.0	2.0	2.0	2.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2017/8/23	한국맥도날드(유)	100	3616	549837	2.0	1.0	2.0	4.0	2.0	0	0	서비스/고객지원	현직원	부산	 0 	False
2017/8/16	한국맥도날드(유)	100	3616	547068	5.0	2.0	1.0	4.0	2.0	0	1	서비스/고객지원	현직원	경기	 1 	False
2017/8/16	한국맥도날드(유)	100	3616	546860	5.0	3.0	1.0	1.0	1.0	0	0	영업/제휴	전직원	경기	 0 	False
2017/8/7	한국맥도날드(유)	100	3616	543539	4.0	2.0	1.0	4.0	4.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2017/8/7	한국맥도날드(유)	100	3616	543229	4.0	3.0	4.0	4.0	4.0	1	1	서비스/고객지원	전직원	부산	 0 	False
2017/8/2	한국맥도날드(유)	100	3616	541577	4.0	2.0	5.0	1.0	5.0	0	0	생산/제조	전직원	경기	 0 	False
2017/8/1	한국맥도날드(유)	100	3616	541230	4.0	4.0	3.0	3.0	3.0	0	0	전문직	전직원	경기	 0 	False
2017/8/30	(주)하나투어	100	49174	552848	4.0	2.0	4.0	5.0	2.0	0	1	영업/제휴	현직원	서울	 0 	False
2017/8/28	(주)하나투어	100	49174	551805	3.0	1.0	3.0	4.0	3.0	0	1	IT/인터넷	현직원	서울	 1 	False
2017/8/28	(주)하나투어	100	49174	551488	2.0	2.0	5.0	3.0	3.0	0	1	IT/인터넷	현직원	서울	 1 	False
2017/8/19	(주)하나투어	100	49174	548173	4.0	3.0	5.0	5.0	4.0	1	1	서비스/고객지원	현직원	서울	 4 	False
2017/8/15	(주)하나투어	100	49174	546331	4.0	4.0	3.0	3.0	3.0	1	1	서비스/고객지원	전직원	기타	 2 	False
2017/8/10	(주)하나투어	100	49174	544963	2.0	1.0	4.0	2.0	2.0	0	0	마케팅/시장조사	현직원	서울	 5 	False
2017/8/8	(주)하나투어	100	49174	543973	3.0	2.0	2.0	1.0	1.0	0	0	마케팅/시장조사	전직원	서울	 3 	False
2017/8/3	(주)하나투어	100	49174	542024	3.0	2.0	4.0	3.0	3.0	1	1	서비스/고객지원	현직원	부산	 2 	False
2017/8/1	(주)하나투어	100	49174	541001	5.0	3.0	4.0	4.0	3.0	1	1	마케팅/시장조사	현직원	서울	 1 	False
2017/8/21	롯데지알에스(주) 롯데리아	100	78632	548570	1.0	1.0	3.0	3.0	2.0	0	1	서비스/고객지원	전직원	충남	 0 	False
2017/8/17	롯데지알에스(주) 롯데리아	100	78632	547519	2.0	5.0	3.0	4.0	3.0	1	1	서비스/고객지원	전직원	경기	 0 	False
2017/8/11	롯데지알에스(주) 롯데리아	100	78632	545416	4.0	3.0	2.0	3.0	1.0	0	0	서비스/고객지원	전직원	경기	 0 	False
2017/8/29	(주)세스코	100	71990	552313	1.0	1.0	1.0	1.0	1.0	0	0	교육	전직원	대전	 0 	False
2017/8/9	(주)세스코	100	71990	544343	2.0	2.0	3.0	3.0	2.0	0	1	영업/제휴	현직원	서울	 7 	False
2017/8/3	(주)세스코	100	71990	542168	1.0	1.0	1.0	1.0	1.0	0	0	서비스/고객지원	전직원	경기	 5 	False
2017/8/2	(주)세스코	100	71990	541434	1.0	1.0	1.0	1.0	1.0	0	0	서비스/고객지원	전직원	서울	 6 	False
2017/8/26	씨제이푸드빌(주)	100	23183	551118	1.0	1.0	1.0	1.0	1.0	0	0	서비스/고객지원	전직원	경기	 3 	False
2017/8/26	씨제이푸드빌(주)	100	23183	551024	2.0	3.0	1.0	2.0	4.0	0	1	서비스/고객지원	전직원	경기	 1 	False
2017/8/10	씨제이푸드빌(주)	100	23183	544822	1.0	1.0	1.0	1.0	1.0	0	1	디자인	전직원	서울	 3 	False
2017/8/5	씨제이푸드빌(주)	100	23183	542744	5.0	3.0	4.0	4.0	5.0	1	1	서비스/고객지원	전직원	대구	 0 	False
2017/8/5	씨제이푸드빌(주)	100	23183	542709	3.0	3.0	4.0	5.0	4.0	1	1	서비스/고객지원	전직원	인천	 0 	False
2017/8/5	씨제이푸드빌(주)	100	23183	542696	3.0	2.0	1.0	3.0	2.0	0	1	인사/총무	전직원	서울	 1 	False
2017/8/2	씨제이푸드빌(주)	100	23183	541688	3.0	3.0	1.0	4.0	2.0	0	1	생산/제조	전직원	충북	 0 	False
2017/8/2	씨제이푸드빌(주)	100	23183	541420	2.0	2.0	1.0	1.0	1.0	0	0	마케팅/시장조사	현직원	서울	 1 	False
2017/8/22	유베이스(주)	100	87279	549041	3.0	1.0	4.0	3.0	1.0	0	1	서비스/고객지원	전직원	경기	 2 	False
2017/8/18	유베이스(주)	100	87279	547756	1.0	1.0	2.0	5.0	1.0	0	0	경영/기획/컨설팅	전직원	경기	 4 	False
2017/8/16	유베이스(주)	100	87279	546823	3.0	1.0	1.0	3.0	1.0	0	1	서비스/고객지원	전직원	경기	 2 	False
2017/8/12	유베이스(주)	100	87279	545580	3.0	3.0	4.0	3.0	3.0	0	1	서비스/고객지원	전직원	서울	 1 	False
2017/8/7	유베이스(주)	100	87279	543377	2.0	2.0	2.0	1.0	1.0	0	0	서비스/고객지원	전직원	경기	 2 	False
2017/8/2	유베이스(주)	100	87279	541662	1.0	4.0	1.0	1.0	2.0	0	1	서비스/고객지원	전직원	서울	 1 	False
2017/8/1	유베이스(주)	100	87279	540951	3.0	2.0	1.0	1.0	1.0	0	1	서비스/고객지원	전직원	경기	 3 	False
2017/8/28	아워홈(주)	100	68269	551781	2.0	2.0	4.0	4.0	1.0	0	0	경영/기획/컨설팅	전직원	서울	 1 	False
2017/8/22	아워홈(주)	100	68269	549279	2.0	2.0	3.0	2.0	1.0	0	1	유통/무역	현직원	서울	 0 	False
2017/8/12	아워홈(주)	100	68269	545616	3.0	2.0	3.0	2.0	3.0	1	1	금융/재무	전직원	서울	 0 	False
2017/8/8	아워홈(주)	100	68269	543977	3.0	3.0	1.0	1.0	1.0	0	0	전문직	현직원	경기	 0 	False
2017/8/8	아워홈(주)	100	68269	543924	3.0	3.0	4.0	3.0	2.0	0	0	마케팅/시장조사	전직원	서울	 2 	False
2017/8/1	아워홈(주)	100	68269	541203	3.0	1.0	2.0	2.0	3.0	0	1	디자인	전직원	서울	 1 	False
2017/8/9	아웃백스테이크하우스코리아(유)	100	86465	544339	3.0	3.0	2.0	4.0	3.0	0	1	서비스/고객지원	전직원	전남	 0 	False
2017/8/4	아웃백스테이크하우스코리아(유)	100	86465	542662	3.0	2.0	2.0	4.0	3.0	0	0	서비스/고객지원	전직원	경기	 0 	False
2017/8/30	(주)커피빈코리아	100	53841	552666	3.0	1.0	2.0	1.0	1.0	0	0	경영/기획/컨설팅	전직원	서울	 9 	False
2017/8/23	(주)커피빈코리아	100	53841	549685	2.0	2.0	1.0	1.0	1.0	0	1	서비스/고객지원	전직원	서울	 2 	False
2017/8/16	(주)커피빈코리아	100	53841	546970	4.0	2.0	1.0	3.0	1.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2017/8/13	(주)커피빈코리아	100	53841	545870	1.0	2.0	2.0	2.0	2.0	0	0	서비스/고객지원	전직원	서울	 0 	False
2017/8/14	(주)호텔신라	100	47377	546170	2.0	5.0	3.0	4.0	3.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2017/8/10	(주)호텔신라	100	47377	544737	3.0	3.0	1.0	2.0	1.0	0	1	경영/기획/컨설팅	전직원	서울	 3 	False
2017/8/6	(주)호텔신라	100	47377	543200	2.0	4.0	2.0	1.0	3.0	0	1	서비스/고객지원	전직원	서울	 2 	False
2017/8/6	(주)호텔신라	100	47377	543031	2.0	2.0	1.0	1.0	1.0	0	0	전문직	전직원	서울	 1 	False
2017/8/4	(주)호텔신라	100	47377	542571	2.0	2.0	2.0	4.0	3.0	0	1	디자인	전직원	서울	 4 	False
2017/8/30	트랜스코스모스코리아(주)	100	51105	552540	2.0	2.0	1.0	1.0	1.0	0	0	서비스/고객지원	전직원	서울	 0 	False
2017/8/29	트랜스코스모스코리아(주)	100	51105	551898	3.0	1.0	3.0	3.0	3.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2017/8/28	트랜스코스모스코리아(주)	100	51105	551733	1.0	2.0	1.0	1.0	1.0	0	1	서비스/고객지원	전직원	서울	 1 	False
2017/8/24	트랜스코스모스코리아(주)	100	51105	550109	1.0	3.0	3.0	3.0	3.0	0	1	서비스/고객지원	현직원	서울	 2 	False
