date	cname	industry_id	cid	cmid	possibility	pay	balance	culture	management	recommend	expect	job_kind	current	area	helpful_count	is_best
2016/11/30	스타벅스커피코리아(주)	100	70749	433364	3.0	5.0	4.0	4.0	3.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/29	스타벅스커피코리아(주)	100	70749	433232	3.0	3.0	4.0	3.0	1.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/29	스타벅스커피코리아(주)	100	70749	432923	2.0	3.0	1.0	1.0	4.0	0	1	영업/제휴	현직원	서울	 1 	False
2016/11/29	스타벅스커피코리아(주)	100	70749	432802	1.0	3.0	5.0	5.0	5.0	0	1	서비스/고객지원	전직원	경기	 0 	False
2016/11/28	스타벅스커피코리아(주)	100	70749	432369	2.0	3.0	3.0	2.0	4.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/27	스타벅스커피코리아(주)	100	70749	432176	2.0	3.0	3.0	3.0	2.0	0	0	서비스/고객지원	전직원	서울	 0 	False
2016/11/26	스타벅스커피코리아(주)	100	70749	431974	3.0	3.0	4.0	4.0	3.0	1	1	서비스/고객지원	현직원	서울	 0 	False
2016/11/25	스타벅스커피코리아(주)	100	70749	431598	4.0	3.0	2.0	4.0	2.0	0	1	서비스/고객지원	현직원	경남	 0 	False
2016/11/25	스타벅스커피코리아(주)	100	70749	431242	2.0	2.0	3.0	3.0	3.0	0	1	서비스/고객지원	전직원	경기	 0 	False
2016/11/24	스타벅스커피코리아(주)	100	70749	431150	4.0	4.0	4.0	4.0	4.0	1	1	서비스/고객지원	전직원	서울	 1 	False
2016/11/24	스타벅스커피코리아(주)	100	70749	431035	4.0	3.0	5.0	4.0	3.0	1	1	서비스/고객지원	전직원	경기	 0 	False
2016/11/24	스타벅스커피코리아(주)	100	70749	430948	3.0	2.0	4.0	4.0	4.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/20	스타벅스커피코리아(주)	100	70749	428936	4.0	4.0	4.0	4.0	4.0	1	1	서비스/고객지원	전직원	해외	 0 	False
2016/11/19	스타벅스커피코리아(주)	100	70749	428645	3.0	3.0	3.0	3.0	3.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/19	스타벅스커피코리아(주)	100	70749	428336	2.0	2.0	2.0	3.0	2.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/18	스타벅스커피코리아(주)	100	70749	428230	2.0	2.0	2.0	5.0	2.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/18	스타벅스커피코리아(주)	100	70749	428017	3.0	2.0	4.0	5.0	2.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/18	스타벅스커피코리아(주)	100	70749	427939	2.0	4.0	3.0	3.0	1.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/17	스타벅스커피코리아(주)	100	70749	426627	3.0	2.0	4.0	3.0	3.0	0	1	서비스/고객지원	현직원	서울	 0 	False
2016/11/16	스타벅스커피코리아(주)	100	70749	426253	5.0	4.0	4.0	5.0	4.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/16	스타벅스커피코리아(주)	100	70749	426252	3.0	2.0	4.0	3.0	4.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/16	스타벅스커피코리아(주)	100	70749	425806	2.0	1.0	4.0	4.0	2.0	0	1	서비스/고객지원	전직원	울산	 0 	False
2016/11/15	스타벅스커피코리아(주)	100	70749	425532	4.0	4.0	3.0	4.0	4.0	1	1	서비스/고객지원	전직원	인천	 0 	False
2016/11/12	스타벅스커피코리아(주)	100	70749	424133	5.0	3.0	2.0	4.0	3.0	0	1	서비스/고객지원	전직원	대전	 0 	False
2016/11/11	스타벅스커피코리아(주)	100	70749	423802	4.0	4.0	4.0	4.0	3.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/9	스타벅스커피코리아(주)	100	70749	422610	4.0	2.0	4.0	4.0	4.0	0	1	서비스/고객지원	전직원	경기	 0 	False
2016/11/6	스타벅스커피코리아(주)	100	70749	421179	4.0	3.0	3.0	3.0	3.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/6	스타벅스커피코리아(주)	100	70749	421047	3.0	4.0	3.0	5.0	3.0	1	1	서비스/고객지원	전직원	대구	 0 	False
2016/11/2	스타벅스커피코리아(주)	100	70749	413429	3.0	3.0	3.0	3.0	3.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/1	스타벅스커피코리아(주)	100	70749	412884	5.0	5.0	2.0	4.0	4.0	1	1	서비스/고객지원	전직원	부산	 0 	False
2016/11/1	스타벅스커피코리아(주)	100	70749	412783	4.0	3.0	4.0	4.0	3.0	0	1	서비스/고객지원	현직원	서울	 0 	False
2016/11/23	한국맥도날드(유)	100	3616	430453	5.0	3.0	3.0	4.0	3.0	0	1	서비스/고객지원	현직원	대전	 0 	False
2016/11/17	한국맥도날드(유)	100	3616	426843	3.0	3.0	4.0	3.0	2.0	1	1	서비스/고객지원	전직원	경기	 0 	False
2016/11/17	한국맥도날드(유)	100	3616	426378	3.0	2.0	4.0	2.0	2.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/15	한국맥도날드(유)	100	3616	425225	2.0	2.0	4.0	3.0	3.0	1	1	생산/제조	전직원	부산	 0 	False
2016/11/14	한국맥도날드(유)	100	3616	424816	4.0	3.0	2.0	4.0	3.0	1	1	서비스/고객지원	전직원	대구	 0 	False
2016/11/13	한국맥도날드(유)	100	3616	424477	3.0	3.0	3.0	3.0	3.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/9	한국맥도날드(유)	100	3616	422848	2.0	3.0	3.0	1.0	2.0	0	1	서비스/고객지원	전직원	경기	 0 	False
2016/11/7	한국맥도날드(유)	100	3616	421787	5.0	3.0	5.0	4.0	4.0	1	1	서비스/고객지원	현직원	경기	 0 	False
2016/11/7	한국맥도날드(유)	100	3616	421581	5.0	3.0	4.0	5.0	1.0	1	1	서비스/고객지원	현직원	경기	 0 	False
2016/11/3	한국맥도날드(유)	100	3616	420229	1.0	1.0	2.0	3.0	2.0	0	0	경영/기획/컨설팅	전직원	서울	 2 	False
2016/11/1	한국맥도날드(유)	100	3616	412971	4.0	2.0	2.0	3.0	3.0	0	1	서비스/고객지원	전직원	대전	 0 	False
2016/11/14	(주)하나투어	100	49174	425054	3.0	4.0	3.0	3.0	3.0	1	1	서비스/고객지원	전직원	서울	 1 	False
2016/11/11	(주)하나투어	100	49174	423901	5.0	3.0	5.0	4.0	2.0	1	1	마케팅/시장조사	현직원	서울	 0 	False
2016/11/11	(주)하나투어	100	49174	423838	2.0	2.0	1.0	2.0	1.0	0	1	IT/인터넷	전직원	서울	 0 	False
2016/11/7	(주)하나투어	100	49174	421382	3.0	1.0	3.0	2.0	1.0	0	0	영업/제휴	전직원	서울	 4 	False
2016/11/2	(주)하나투어	100	49174	413122	4.0	2.0	5.0	5.0	4.0	1	1	영업/제휴	전직원	서울	 1 	False
2016/11/23	롯데지알에스(주) 롯데리아	100	78632	430536	2.0	2.0	3.0	2.0	3.0	0	1	서비스/고객지원	전직원	경기	 0 	False
2016/11/19	롯데지알에스(주) 롯데리아	100	78632	428559	3.0	2.0	2.0	2.0	2.0	0	1	서비스/고객지원	전직원	부산	 0 	False
2016/11/18	롯데지알에스(주) 롯데리아	100	78632	427752	3.0	4.0	2.0	4.0	3.0	0	1	서비스/고객지원	전직원	경남	 0 	False
2016/11/14	롯데지알에스(주) 롯데리아	100	78632	424763	3.0	3.0	3.0	3.0	3.0	0	0	서비스/고객지원	전직원	경기	 0 	False
2016/11/9	롯데지알에스(주) 롯데리아	100	78632	422472	3.0	3.0	4.0	4.0	3.0	1	1	영업/제휴	전직원	대구	 0 	False
2016/11/8	롯데지알에스(주) 롯데리아	100	78632	422093	3.0	2.0	3.0	3.0	2.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/11/4	롯데지알에스(주) 롯데리아	100	78632	420726	1.0	3.0	3.0	1.0	3.0	0	1	서비스/고객지원	전직원	경기	 0 	False
2016/11/4	롯데지알에스(주) 롯데리아	100	78632	420305	5.0	3.0	5.0	5.0	4.0	1	1	전문직	전직원	인천	 0 	False
2016/11/29	(주)세스코	100	71990	433286	3.0	1.0	1.0	1.0	1.0	0	1	서비스/고객지원	현직원	인천	 7 	False
2016/11/28	(주)세스코	100	71990	432361	2.0	2.0	3.0	3.0	3.0	0	1	서비스/고객지원	전직원	경기	 1 	False
2016/11/22	(주)세스코	100	71990	430067	3.0	2.0	3.0	2.0	2.0	0	1	영업/제휴	현직원	경기	 1 	False
2016/11/16	(주)세스코	100	71990	426301	2.0	1.0	5.0	1.0	1.0	0	1	영업/제휴	전직원	서울	 8 	False
2016/11/7	(주)세스코	100	71990	421748	3.0	1.0	1.0	3.0	1.0	1	1	연구개발	전직원	서울	 4 	False
2016/11/6	(주)세스코	100	71990	421188	1.0	1.0	1.0	1.0	1.0	0	0	서비스/고객지원	전직원	대구	 7 	False
