date	cname	industry_id	cid	cmid	possibility	pay	balance	culture	management	recommend	expect	job_kind	current	area	helpful_count	is_best
2016/12/31	스타벅스커피코리아(주)	100	70749	447038	3.0	4.0	5.0	5.0	3.0	1	1	서비스/고객지원	전직원	경기	 0 	False
2016/12/31	스타벅스커피코리아(주)	100	70749	447015	4.0	4.0	2.0	1.0	1.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2016/12/26	스타벅스커피코리아(주)	100	70749	444294	4.0	3.0	4.0	4.0	2.0	1	1	영업/제휴	현직원	광주	 0 	False
2016/12/23	스타벅스커피코리아(주)	100	70749	443562	4.0	4.0	4.0	4.0	3.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/12/22	스타벅스커피코리아(주)	100	70749	442463	3.0	3.0	3.0	3.0	3.0	1	1	서비스/고객지원	전직원	경기	 0 	False
2016/12/20	스타벅스커피코리아(주)	100	70749	441446	3.0	3.0	2.0	4.0	4.0	1	1	서비스/고객지원	전직원	서울	 0 	False
2016/12/17	스타벅스커피코리아(주)	100	70749	440429	1.0	1.0	1.0	1.0	1.0	0	0	서비스/고객지원	전직원	부산	 2 	False
2016/12/16	스타벅스커피코리아(주)	100	70749	440257	2.0	1.0	1.0	2.0	1.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2016/12/16	스타벅스커피코리아(주)	100	70749	440196	2.0	2.0	1.0	1.0	1.0	0	0	서비스/고객지원	전직원	서울	 1 	False
2016/12/14	스타벅스커피코리아(주)	100	70749	439170	2.0	2.0	3.0	2.0	1.0	0	1	영업/제휴	전직원	서울	 1 	False
2016/12/13	스타벅스커피코리아(주)	100	70749	438872	3.0	3.0	3.0	4.0	3.0	1	1	서비스/고객지원	전직원	경기	 0 	False
2016/12/11	스타벅스커피코리아(주)	100	70749	437922	1.0	3.0	1.0	1.0	1.0	0	1	서비스/고객지원	전직원	서울	 0 	False
2016/12/9	스타벅스커피코리아(주)	100	70749	437352	4.0	3.0	3.0	3.0	3.0	1	1	인사/총무	전직원	서울	 3 	False
2016/12/7	스타벅스커피코리아(주)	100	70749	436409	5.0	3.0	4.0	5.0	4.0	1	1	서비스/고객지원	현직원	대전	 0 	False
