date	cname	cid	cmid	possibility	pay	balance	culture	management	recommend	expect
2014/7/31	스타벅스커피코리아(주)	70749	33042	3.0	3.0	4.0	3.0	5.0	0	1
2014/7/24	스타벅스커피코리아(주)	70749	31719	4.0	4.0	5.0	5.0	5.0	1	2
2014/7/16	스타벅스커피코리아(주)	70749	30014	5.0	3.0	2.0	4.0	3.0	1	2
2014/7/14	스타벅스커피코리아(주)	70749	29643	4.0	3.0	3.0	4.0	3.0	1	2
2014/7/10	스타벅스커피코리아(주)	70749	28968	3.0	4.0	3.0	4.0	3.0	0	1
2014/7/10	스타벅스커피코리아(주)	70749	28866	4.0	2.0	3.0	4.0	3.0	1	2
2014/7/9	스타벅스커피코리아(주)	70749	28702	4.0	4.0	2.0	4.0	3.0	0	2
2014/7/8	스타벅스커피코리아(주)	70749	28501	3.0	2.0	2.0	3.0	3.0	0	2
2014/7/6	스타벅스커피코리아(주)	70749	28005	4.0	3.0	4.0	2.0	3.0	0	2
2014/7/4	스타벅스커피코리아(주)	70749	27677	3.0	4.0	3.0	2.0	3.0	0	2
2014/7/4	스타벅스커피코리아(주)	70749	27586	5.0	3.0	3.0	2.0	3.0	1	2
2014/7/3	스타벅스커피코리아(주)	70749	27215	5.0	2.0	3.0	5.0	3.0	1	2
2014/7/2	스타벅스커피코리아(주)	70749	26998	4.0	2.0	4.0	4.0	3.0	0	2
2014/7/1	스타벅스커피코리아(주)	70749	26687	5.0	4.0	4.0	5.0	5.0	1	2
2014/7/1	스타벅스커피코리아(주)	70749	26477	3.0	2.0	2.0	2.0	3.0	1	1
2014/7/1	스타벅스커피코리아(주)	70749	26446	4.0	4.0	3.0	4.0	3.0	1	1
2014/7/7	한국맥도날드(유)	3616	28067	4.0	3.0	2.0	4.0	3.0	0	1
2014/7/6	한국맥도날드(유)	3616	27918	4.0	3.0	3.0	4.0	4.0	1	1
2014/7/23	(주)하나투어	49174	31588	3.0	1.0	3.0	3.0	2.0	0	2
2014/7/17	(주)하나투어	49174	30306	3.0	2.0	3.0	3.0	3.0	0	1
2014/7/14	(주)하나투어	49174	29707	2.0	1.0	2.0	2.0	1.0	0	2
2014/7/13	(주)하나투어	49174	29408	3.0	1.0	2.0	4.0	4.0	0	1
2014/7/9	(주)하나투어	49174	28642	2.0	1.0	4.0	3.0	1.0	0	1
2014/7/14	롯데지알에스(주) 롯데리아	78632	29558	4.0	3.0	4.0	5.0	3.0	1	2
2014/7/11	롯데지알에스(주) 롯데리아	78632	29184	3.0	3.0	3.0	4.0	4.0	0	1
2014/7/4	롯데지알에스(주) 롯데리아	78632	27647	2.0	4.0	2.0	1.0	1.0	0	1
2014/7/4	(주)세스코	71990	27607	3.0	1.0	2.0	2.0	2.0	0	2
2014/7/31	씨제이푸드빌(주)	23183	33067	4.0	4.0	3.0	1.0	3.0	1	2
2014/7/30	씨제이푸드빌(주)	23183	32774	4.0	3.0	4.0	1.0	3.0	0	1
2014/7/27	씨제이푸드빌(주)	23183	32307	3.0	2.0	2.0	2.0	3.0	0	1
2014/7/20	씨제이푸드빌(주)	23183	30906	3.0	3.0	1.0	4.0	3.0	0	2
2014/7/10	씨제이푸드빌(주)	23183	28920	4.0	3.0	3.0	4.0	4.0	1	2
2014/7/7	씨제이푸드빌(주)	23183	28157	3.0	2.0	2.0	3.0	3.0	0	2
2014/7/4	씨제이푸드빌(주)	23183	27660	3.0	2.0	1.0	3.0	3.0	0	None
2014/7/4	씨제이푸드빌(주)	23183	27650	3.0	4.0	1.0	1.0	1.0	0	1
2014/7/25	유베이스(주)	87279	31972	4.0	2.0	2.0	3.0	3.0	0	1
2014/7/18	유베이스(주)	87279	30539	3.0	2.0	4.0	2.0	3.0	0	1
2014/7/9	유베이스(주)	87279	28844	3.0	2.0	3.0	4.0	3.0	0	1
2014/7/31	아워홈(주)	68269	32975	4.0	1.0	2.0	3.0	2.0	0	1
2014/7/1	아워홈(주)	68269	26664	3.0	3.0	4.0	3.0	3.0	1	2
2014/7/17	아웃백스테이크하우스코리아(유)	86465	30212	3.0	2.0	3.0	3.0	3.0	0	1
2014/7/31	트랜스코스모스코리아(주)	51105	33061	3.0	1.0	3.0	2.0	1.0	0	1
2014/7/10	트랜스코스모스코리아(주)	51105	28927	3.0	3.0	3.0	2.0	3.0	1	1
2014/7/27	(주)커피빈코리아	53841	32356	3.0	4.0	4.0	5.0	4.0	1	2
2014/7/26	(주)커피빈코리아	53841	32166	2.0	2.0	1.0	1.0	1.0	0	1
2014/7/12	(주)커피빈코리아	53841	29328	3.0	1.0	1.0	3.0	1.0	0	None
2014/7/31	(주)호텔신라	47377	33098	4.0	4.0	3.0	4.0	3.0	0	1
2014/7/14	(주)호텔신라	47377	29675	3.0	3.0	3.0	2.0	1.0	0	1
2014/7/11	(주)호텔신라	47377	29107	2.0	3.0	4.0	4.0	2.0	0	1
2014/7/10	(주)호텔신라	47377	28894	3.0	2.0	2.0	2.0	1.0	0	1
2014/7/6	(주)에스텍시스템	89310	27992	4.0	4.0	4.0	4.0	4.0	1	2
2014/7/8	(주)유니에스	87274	28549	1.0	1.0	3.0	2.0	2.0	0	1
2014/7/1	(주)유니에스	87274	26573	3.0	3.0	4.0	3.0	3.0	0	1
2014/7/1	에스원(주)	65658	26727	4.0	3.0	2.0	3.0	2.0	1	1
2014/7/7	한국마사회	86726	28271	3.0	4.0	4.0	3.0	2.0	1	None
2014/7/2	한국마사회	86726	26847	2.0	5.0	2.0	2.0	2.0	1	1
2014/7/26	케이에이(주)	87378	32155	2.0	1.0	1.0	1.0	2.0	0	2
2014/7/9	케이에이(주)	87378	28811	2.0	1.0	1.0	3.0	3.0	0	2
2014/7/1	이트너스(주)	13535	26586	2.0	1.0	1.0	2.0	1.0	0	None
2014/7/31	효성아이티엑스(주)	285	33044	1.0	2.0	4.0	3.0	1.0	0	None
2014/7/17	한국전기안전공사	89009	30254	3.0	2.0	5.0	3.0	3.0	0	1
2014/7/24	대명레저산업(주)	82315	31781	3.0	1.0	3.0	2.0	2.0	0	1
2014/7/11	대명레저산업(주)	82315	29242	3.0	3.0	4.0	3.0	2.0	1	1
2014/7/10	대명레저산업(주)	82315	28885	3.0	4.0	1.0	3.0	1.0	0	2
2014/7/8	대명레저산업(주)	82315	28409	4.0	2.0	3.0	1.0	3.0	0	1
