date	cname	cid	cmid	possibility	pay	balance	culture	management	recommend	expect
2016/1/28	(주)대웅제약	81945	250098	4.0	4.0	2.0	2.0	3.0	0	2
2016/1/26	(주)대웅제약	81945	248526	2.0	3.0	1.0	2.0	1.0	0	None
2016/1/25	(주)대웅제약	81945	248008	2.0	3.0	3.0	3.0	2.0	0	1
2016/1/23	(주)대웅제약	81945	246964	2.0	1.0	1.0	2.0	1.0	0	2
2016/1/20	(주)대웅제약	81945	245209	5.0	4.0	2.0	3.0	4.0	1	2
2016/1/19	(주)대웅제약	81945	244678	3.0	3.0	4.0	3.0	3.0	0	1
2016/1/14	(주)대웅제약	81945	241602	2.0	3.0	2.0	2.0	2.0	0	1
2016/1/14	(주)대웅제약	81945	241198	2.0	3.0	2.0	3.0	1.0	0	1
2016/1/11	(주)대웅제약	81945	239230	3.0	3.0	3.0	3.0	3.0	0	1
2016/1/31	한미약품(주)	2669	252083	2.0	3.0	1.0	1.0	1.0	0	2
2016/1/18	한미약품(주)	2669	243907	3.0	4.0	3.0	3.0	3.0	1	2
2016/1/12	한미약품(주)	2669	239950	4.0	3.0	1.0	3.0	3.0	1	2
2016/1/7	한미약품(주)	2669	236439	3.0	3.0	2.0	2.0	3.0	0	1
2016/1/6	한미약품(주)	2669	236290	1.0	4.0	3.0	3.0	3.0	1	2
2016/1/6	한미약품(주)	2669	235687	2.0	3.0	2.0	4.0	3.0	1	2
2016/1/4	한미약품(주)	2669	234304	2.0	3.0	1.0	2.0	1.0	0	None
2016/1/23	종근당(주)	55954	246987	2.0	2.0	3.0	2.0	1.0	0	1
2016/1/21	종근당(주)	55954	246041	4.0	4.0	2.0	2.0	1.0	1	2
2016/1/15	종근당(주)	55954	242302	2.0	2.0	1.0	1.0	1.0	0	1
2016/1/13	종근당(주)	55954	240439	3.0	4.0	1.0	1.0	1.0	0	1
2016/1/8	종근당(주)	55954	237682	3.0	2.0	1.0	2.0	2.0	0	2
2016/1/27	(주)녹십자	83348	249327	3.0	3.0	3.0	3.0	3.0	0	1
2016/1/26	(주)녹십자	83348	248480	4.0	2.0	3.0	3.0	5.0	1	2
2016/1/25	(주)녹십자	83348	247970	4.0	4.0	4.0	3.0	4.0	1	2
2016/1/22	(주)녹십자	83348	246685	5.0	4.0	4.0	5.0	5.0	1	2
2016/1/17	(주)녹십자	83348	242859	3.0	3.0	3.0	3.0	3.0	1	2
2016/1/12	(주)녹십자	83348	239506	3.0	4.0	3.0	1.0	3.0	1	2
2016/1/3	(주)녹십자	83348	234043	3.0	2.0	4.0	3.0	3.0	1	2
2016/1/31	굿네이버스인터내셔날(사)	86785	252256	3.0	2.0	1.0	3.0	2.0	0	None
2016/1/27	굿네이버스인터내셔날(사)	86785	249671	4.0	4.0	3.0	4.0	4.0	1	2
2016/1/20	굿네이버스인터내셔날(사)	86785	245312	3.0	3.0	2.0	3.0	3.0	0	2
2016/1/18	굿네이버스인터내셔날(사)	86785	243511	4.0	3.0	4.0	1.0	1.0	1	None
2016/1/14	굿네이버스인터내셔날(사)	86785	241093	2.0	2.0	2.0	3.0	3.0	0	2
2016/1/3	굿네이버스인터내셔날(사)	86785	233901	2.0	1.0	2.0	2.0	2.0	0	None
2016/1/9	(주)셀트리온	71498	238016	5.0	2.0	1.0	3.0	2.0	0	2
2016/1/23	제일약품(주)	11279	247178	1.0	2.0	1.0	1.0	2.0	0	None
2016/1/22	제일약품(주)	11279	246697	1.0	1.0	1.0	1.0	1.0	0	None
2016/1/4	제일약품(주)	11279	234925	3.0	2.0	2.0	3.0	2.0	0	1
2016/1/4	제일약품(주)	11279	234704	3.0	3.0	2.0	2.0	3.0	0	2
2016/1/28	한국유나이티드제약(주)	3243	250723	1.0	1.0	3.0	2.0	1.0	0	2
2016/1/26	한국유나이티드제약(주)	3243	248996	3.0	1.0	3.0	1.0	1.0	0	2
2016/1/26	한국유나이티드제약(주)	3243	248584	4.0	3.0	4.0	4.0	3.0	1	2
2016/1/21	한국유나이티드제약(주)	3243	245390	3.0	3.0	2.0	4.0	3.0	0	2
2016/1/18	한국유나이티드제약(주)	3243	243315	2.0	2.0	2.0	1.0	1.0	0	2
2016/1/22	제이더블유중외제약(주)	11676	246668	3.0	3.0	3.0	2.0	3.0	0	None
2016/1/17	제이더블유중외제약(주)	11676	242864	4.0	4.0	4.0	2.0	2.0	1	1
2016/1/16	제이더블유중외제약(주)	11676	242557	2.0	4.0	3.0	3.0	3.0	0	1
2016/1/15	제이더블유중외제약(주)	11676	241877	3.0	3.0	2.0	4.0	2.0	1	2
2016/1/13	제이더블유중외제약(주)	11676	240366	3.0	4.0	4.0	2.0	3.0	0	2
2016/1/6	제이더블유중외제약(주)	11676	235974	3.0	2.0	2.0	4.0	1.0	0	1
2016/1/5	제이더블유중외제약(주)	11676	235250	3.0	1.0	1.0	1.0	1.0	0	2
2016/1/28	서울대학교병원	28516	249926	2.0	3.0	2.0	2.0	2.0	0	None
2016/1/25	서울대학교병원	28516	247633	2.0	4.0	4.0	1.0	2.0	0	2
2016/1/7	서울대학교병원	28516	236955	1.0	4.0	3.0	4.0	2.0	1	1
2016/1/5	서울대학교병원	28516	235552	3.0	3.0	5.0	3.0	3.0	1	1
2016/1/3	서울대학교병원	28516	233938	2.0	4.0	4.0	2.0	3.0	1	1
2016/1/22	국립암센터	89425	246772	1.0	1.0	1.0	1.0	1.0	0	None
2016/1/15	국립암센터	89425	241812	2.0	2.0	1.0	3.0	2.0	0	1
2016/1/8	국립암센터	89425	237693	3.0	4.0	5.0	4.0	3.0	1	1
2016/1/7	국립암센터	89425	236450	3.0	3.0	2.0	1.0	3.0	0	1
2016/1/5	국립암센터	89425	235474	3.0	3.0	3.0	3.0	3.0	1	2
2016/1/5	국립암센터	89425	235176	1.0	1.0	2.0	3.0	1.0	0	1
2016/1/10	보령제약(주)	32152	238477	3.0	4.0	3.0	3.0	3.0	1	2
2016/1/29	일양약품(주)	12787	251532	2.0	3.0	1.0	3.0	2.0	0	1
2016/1/28	일양약품(주)	12787	250090	3.0	2.0	1.0	3.0	2.0	0	2
2016/1/28	일양약품(주)	12787	250073	2.0	4.0	4.0	2.0	2.0	0	1
2016/1/25	일양약품(주)	12787	247713	3.0	3.0	4.0	4.0	3.0	1	2
2016/1/21	일양약품(주)	12787	245612	1.0	1.0	1.0	1.0	1.0	0	1
2016/1/19	일양약품(주)	12787	244413	3.0	3.0	1.0	2.0	1.0	0	2
2016/1/18	일양약품(주)	12787	243964	2.0	2.0	3.0	1.0	2.0	0	2
2016/1/11	일양약품(주)	12787	238891	3.0	1.0	4.0	3.0	3.0	0	1
2016/1/7	일양약품(주)	12787	236426	2.0	2.0	2.0	2.0	2.0	0	1
2016/1/5	일양약품(주)	12787	234981	3.0	3.0	3.0	3.0	3.0	1	2
2016/1/3	일양약품(주)	12787	234088	3.0	3.0	1.0	1.0	2.0	0	1
2016/1/27	일동제약(주)	12961	249525	3.0	4.0	2.0	3.0	3.0	0	1
2016/1/25	일동제약(주)	12961	247912	3.0	4.0	2.0	2.0	2.0	0	1
2016/1/18	일동제약(주)	12961	243687	2.0	4.0	1.0	2.0	3.0	0	1
2016/1/15	일동제약(주)	12961	242273	3.0	4.0	4.0	2.0	2.0	0	1
2016/1/12	일동제약(주)	12961	239606	3.0	3.0	2.0	1.0	3.0	0	1
2016/1/1	일동제약(주)	12961	233571	1.0	3.0	3.0	4.0	2.0	1	2
2016/1/23	삼성바이오로직스(주)	90162	246927	3.0	3.0	3.0	4.0	3.0	1	2
2016/1/18	삼성바이오로직스(주)	90162	243958	3.0	3.0	1.0	3.0	3.0	0	2
2016/1/20	(주)신흥	69628	244829	2.0	4.0	3.0	2.0	2.0	0	1
2016/1/16	(주)신흥	69628	242622	3.0	4.0	4.0	4.0	3.0	1	2
2016/1/4	(주)신흥	69628	234789	3.0	2.0	1.0	1.0	2.0	0	1
2016/1/29	(주)셀트리온제약	71496	250773	1.0	1.0	1.0	3.0	1.0	0	None
2016/1/22	(주)셀트리온제약	71496	246646	3.0	2.0	1.0	1.0	1.0	0	1
2016/1/11	(주)셀트리온제약	71496	239170	2.0	3.0	1.0	1.0	1.0	0	1
2016/1/8	(주)셀트리온제약	71496	237196	4.0	3.0	1.0	3.0	2.0	0	2
2016/1/7	(주)셀트리온제약	71496	236928	3.0	3.0	2.0	4.0	3.0	0	2
2016/1/31	한국화이자제약(주)	2894	252071	4.0	4.0	1.0	3.0	3.0	1	1
2016/1/30	한국화이자제약(주)	2894	251779	4.0	3.0	1.0	3.0	3.0	1	2
2016/1/29	한국화이자제약(주)	2894	251006	3.0	4.0	3.0	3.0	2.0	1	2
2016/1/13	대원제약(주)	39412	240382	5.0	5.0	4.0	4.0	5.0	1	2
2016/1/26	(주)한독	48469	248931	3.0	3.0	4.0	3.0	2.0	1	2
2016/1/17	(주)한독	48469	243130	3.0	3.0	3.0	3.0	3.0	1	1
2016/1/15	(주)한독	48469	241757	2.0	3.0	4.0	3.0	2.0	0	None
2016/1/30	(주)덴티움	81208	251832	3.0	3.0	1.0	1.0	1.0	0	None
2016/1/26	(주)덴티움	81208	248544	2.0	4.0	2.0	1.0	2.0	0	1
2016/1/24	(주)덴티움	81208	247413	5.0	1.0	1.0	1.0	1.0	0	2
2016/1/20	(주)덴티움	81208	245005	3.0	4.0	2.0	2.0	2.0	0	2
2016/1/15	(주)덴티움	81208	241938	2.0	3.0	2.0	2.0	3.0	0	2
2016/1/18	(주)휴온스	46956	243445	4.0	2.0	1.0	2.0	2.0	0	2
2016/1/14	(주)휴온스	46956	241752	2.0	3.0	1.0	3.0	1.0	0	2
2016/1/13	(주)휴온스	46956	240420	2.0	2.0	1.0	2.0	2.0	0	None
2016/1/11	(주)휴온스	46956	239082	2.0	2.0	2.0	2.0	2.0	0	2
2016/1/7	(주)휴온스	46956	236660	4.0	2.0	2.0	3.0	3.0	0	1
2016/1/3	분당서울대학교병원	88098	234161	3.0	3.0	3.0	2.0	2.0	0	1
2016/1/2	분당서울대학교병원	88098	233697	3.0	3.0	3.0	3.0	3.0	1	2
2016/1/15	에스티팜(주)	221916	242155	3.0	2.0	2.0	3.0	2.0	0	2
2016/1/13	(주)아이센스	68010	240752	5.0	5.0	5.0	5.0	5.0	1	2
2016/1/11	(주)아이센스	68010	239295	3.0	3.0	3.0	3.0	3.0	0	1
2016/1/26	광동제약(주)	44893	248386	4.0	4.0	2.0	2.0	3.0	1	2
2016/1/7	광동제약(주)	44893	236938	1.0	3.0	3.0	2.0	1.0	1	1
2016/1/19	씨제이헬스케어(주)	94841	244019	1.0	3.0	2.0	3.0	2.0	0	2
2016/1/15	씨제이헬스케어(주)	94841	242290	4.0	4.0	2.0	2.0	2.0	0	1
2016/1/4	씨제이헬스케어(주)	94841	234589	4.0	4.0	5.0	2.0	2.0	1	2
2016/1/16	대한적십자사	91681	242428	3.0	3.0	3.0	3.0	2.0	0	1
2016/1/13	대한적십자사	91681	240361	3.0	3.0	1.0	1.0	2.0	0	1
2016/1/11	대한적십자사	91681	238978	3.0	3.0	2.0	2.0	4.0	0	1
2016/1/10	대한적십자사	91681	238622	3.0	2.0	3.0	3.0	3.0	0	1
2016/1/9	대한적십자사	91681	237857	2.0	3.0	2.0	3.0	2.0	0	1
2016/1/15	(주)경보제약	86832	242345	5.0	5.0	5.0	5.0	5.0	1	2
2016/1/3	(주)경보제약	86832	233930	3.0	3.0	3.0	3.0	3.0	1	2
2016/1/31	명인제약	89946	252066	1.0	3.0	1.0	1.0	1.0	0	2
2016/1/25	명인제약	89946	247955	3.0	2.0	1.0	1.0	1.0	0	1
2016/1/7	명인제약	89946	236621	3.0	5.0	3.0	1.0	1.0	0	1
2016/1/21	(재)한국의학연구소	86815	245975	3.0	3.0	2.0	3.0	3.0	1	1
2016/1/15	(재)한국의학연구소	86815	241941	2.0	1.0	2.0	2.0	1.0	0	None
2016/1/13	(재)한국의학연구소	86815	240219	4.0	3.0	2.0	3.0	2.0	0	2
2016/1/1	(재)한국의학연구소	86815	233368	1.0	3.0	4.0	2.0	1.0	1	None
2016/1/23	신풍제약(주)	24016	246808	4.0	3.0	2.0	4.0	3.0	0	1
2016/1/13	신풍제약(주)	24016	240728	3.0	3.0	3.0	2.0	2.0	0	1
2016/1/28	경동제약(주)	45769	250431	3.0	3.0	3.0	3.0	3.0	1	1
2016/1/18	바이넥스(주)	76293	243845	3.0	1.0	3.0	3.0	2.0	1	2
2016/1/18	한국장애인고용공단	92517	243920	2.0	2.0	2.0	2.0	2.0	0	1
2016/1/10	한국장애인고용공단	92517	238598	5.0	4.0	5.0	4.0	4.0	1	1
2016/1/25	(주)하이로닉	144064	248248	5.0	4.0	4.0	3.0	3.0	1	2
2016/1/18	(주)하이로닉	144064	243403	3.0	4.0	3.0	3.0	3.0	1	2
2016/1/15	(주)하이로닉	144064	241853	4.0	4.0	3.0	3.0	4.0	1	2
2016/1/14	(주)하이로닉	144064	241726	4.0	1.0	4.0	4.0	1.0	0	1
2016/1/14	(주)하이로닉	144064	241104	4.0	5.0	4.0	4.0	3.0	1	2
2016/1/13	(주)하이로닉	144064	240672	5.0	4.0	4.0	4.0	3.0	1	2
2016/1/23	진양제약(주)	9420	246891	3.0	1.0	2.0	2.0	1.0	0	1
2016/1/22	진양제약(주)	9420	246147	1.0	1.0	1.0	1.0	1.0	0	1
2016/1/26	제이더블유중외신약(주)	11677	248955	3.0	3.0	3.0	3.0	3.0	0	2
2016/1/16	제이더블유중외신약(주)	11677	242593	3.0	3.0	2.0	2.0	1.0	0	1
2016/1/8	제이더블유중외신약(주)	11677	237466	2.0	2.0	1.0	1.0	2.0	0	1
2016/1/6	제이더블유중외신약(주)	11677	235760	5.0	5.0	5.0	5.0	3.0	1	2
2016/1/3	제이더블유중외신약(주)	11677	233915	2.0	3.0	2.0	2.0	3.0	0	1
2016/1/8	일성신약(주)	12867	237713	1.0	1.0	1.0	1.0	1.0	0	1
2016/1/20	(주)마크로젠	77982	245303	4.0	3.0	4.0	5.0	3.0	1	2
2016/1/16	(주)마크로젠	77982	242482	4.0	2.0	5.0	4.0	3.0	0	2
2016/1/14	(주)마크로젠	77982	241560	4.0	2.0	5.0	4.0	2.0	0	2
2016/1/7	(주)마크로젠	77982	236718	3.0	3.0	2.0	2.0	3.0	0	1
2016/1/28	동국제약(주)	38137	250209	3.0	4.0	2.0	2.0	4.0	1	2
2016/1/12	동국제약(주)	38137	239929	2.0	4.0	2.0	2.0	1.0	1	2
2016/1/28	바이엘코리아(주)	32969	250122	3.0	4.0	5.0	5.0	3.0	1	2
2016/1/13	바이엘코리아(주)	32969	240845	2.0	3.0	2.0	4.0	3.0	1	None
2016/1/15	코오롱생명과학(주)	7149	241835	3.0	1.0	1.0	2.0	2.0	0	1
2016/1/6	코오롱생명과학(주)	7149	236216	1.0	1.0	1.0	1.0	1.0	0	None
2016/1/29	(주)제노스	56851	251091	4.0	4.0	3.0	3.0	3.0	1	2
2016/1/29	(주)제노스	56851	251016	3.0	4.0	2.0	3.0	3.0	1	2
2016/1/13	(주)케어젠	53735	240842	1.0	1.0	1.0	1.0	1.0	0	None
2016/1/20	현대약품(주)	1328	244811	2.0	3.0	2.0	2.0	2.0	0	1
2016/1/23	환인제약(주)	426	247030	2.0	2.0	2.0	2.0	2.0	1	1
2016/1/11	환인제약(주)	426	239243	2.0	2.0	3.0	2.0	2.0	0	2
2016/1/2	환인제약(주)	426	233723	2.0	3.0	3.0	2.0	3.0	1	1
2016/1/29	휴젤(주)	89166	251456	4.0	4.0	4.0	4.0	4.0	1	2
2016/1/25	(사)한국건강관리협회	86697	247794	3.0	5.0	4.0	4.0	3.0	1	2
2016/1/22	(사)한국건강관리협회	86697	246469	3.0	5.0	2.0	2.0	2.0	1	2
2016/1/19	(사)한국건강관리협회	86697	244127	4.0	4.0	3.0	4.0	3.0	1	2
2016/1/24	(주)유한화학	89557	247348	2.0	4.0	2.0	3.0	2.0	0	2
2016/1/20	(주)유한화학	89557	245324	3.0	5.0	3.0	2.0	3.0	1	2
2016/1/17	(주)유한화학	89557	242981	1.0	1.0	1.0	1.0	1.0	0	1
2016/1/29	(주)비씨월드제약	74835	251494	2.0	1.0	1.0	4.0	1.0	0	2
2016/1/7	(주)비씨월드제약	74835	237142	3.0	2.0	3.0	2.0	3.0	0	1
2016/1/8	동아제약(주)	87877	237636	1.0	3.0	2.0	2.0	1.0	0	1
2016/1/2	동아제약(주)	87877	233756	2.0	4.0	3.0	4.0	1.0	0	None
2016/1/12	한국엠에스디(유)	3294	239988	4.0	3.0	4.0	4.0	3.0	1	2
2016/1/8	한국엠에스디(유)	3294	237286	4.0	5.0	5.0	5.0	4.0	1	2
2016/1/7	에스디(주)	66249	237044	2.0	4.0	3.0	4.0	3.0	0	1
2016/1/21	한림제약	89899	245897	3.0	3.0	3.0	3.0	3.0	1	2
2016/1/19	한림제약	89899	244405	3.0	4.0	3.0	4.0	3.0	1	2
2016/1/15	동성제약(주)	37766	241888	1.0	1.0	3.0	2.0	1.0	0	1
2016/1/14	동성제약(주)	37766	240945	5.0	2.0	5.0	1.0	2.0	0	2
2016/1/24	유니메드제약(주)	15388	247576	1.0	3.0	3.0	2.0	1.0	0	1
2016/1/13	유니메드제약(주)	15388	240746	2.0	1.0	3.0	3.0	2.0	0	1
2016/1/19	에스디바이오센서(주)	88428	244627	1.0	3.0	1.0	1.0	1.0	0	2
2016/1/23	유유제약(주)	59770	246906	1.0	1.0	1.0	1.0	1.0	0	None
2016/1/13	동화약품(주)	36990	240374	3.0	3.0	4.0	3.0	2.0	0	1
2016/1/12	동화약품(주)	36990	239628	3.0	2.0	4.0	3.0	1.0	0	None
2016/1/17	영진약품(주)	18288	243141	4.0	4.0	2.0	4.0	2.0	1	1
2016/1/9	의료법인삼광의료재단	14409	237984	2.0	2.0	3.0	3.0	3.0	1	2
2016/1/26	삼진제약(주)	29558	248456	3.0	4.0	4.0	2.0	2.0	1	1
2016/1/21	삼진제약(주)	29558	245749	1.0	4.0	4.0	2.0	1.0	0	1
2016/1/2	삼진제약(주)	29558	233674	1.0	3.0	3.0	1.0	1.0	0	1
2016/1/1	삼진제약(주)	29558	233508	4.0	5.0	4.0	3.0	3.0	1	2
2016/1/6	세이브더칠드런코리아	90891	236241	1.0	2.0	4.0	4.0	1.0	1	1
2016/1/26	인포피아(주)	57717	248637	1.0	1.0	4.0	3.0	1.0	0	None
2016/1/18	인포피아(주)	57717	243661	2.0	1.0	4.0	4.0	1.0	0	None
2016/1/3	인포피아(주)	57717	233900	4.0	3.0	2.0	3.0	2.0	0	1
2016/1/24	경희의료원	45456	247298	3.0	4.0	4.0	4.0	3.0	1	2
2016/1/14	경희의료원	45456	241631	3.0	3.0	3.0	3.0	3.0	0	1
2016/1/28	종근당바이오(주)	10831	250344	4.0	4.0	5.0	4.0	2.0	1	2
2016/1/22	종근당바이오(주)	10831	246267	3.0	3.0	1.0	1.0	2.0	0	1
2016/1/5	중앙대학교병원	10418	235149	3.0	3.0	3.0	3.0	3.0	1	1
2016/1/25	(사)전국자원봉사연맹	307769	247729	5.0	5.0	3.0	1.0	1.0	0	None
2016/1/9	(사)전국자원봉사연맹	307769	237870	3.0	4.0	2.0	1.0	2.0	0	1
2016/1/15	대한뉴팜(주)	39025	242407	3.0	1.0	1.0	3.0	3.0	0	1
2016/1/26	에스케이바이오랜드(주)	76266	248406	3.0	3.0	3.0	3.0	3.0	0	1
2016/1/11	에스케이바이오랜드(주)	76266	239040	4.0	4.0	3.0	4.0	3.0	1	2
2016/1/19	대웅바이오(주)	90667	244446	4.0	5.0	4.0	5.0	4.0	1	2
2016/1/18	대웅바이오(주)	90667	243583	4.0	4.0	4.0	3.0	4.0	1	2
2016/1/16	대웅바이오(주)	90667	242505	4.0	5.0	4.0	5.0	5.0	1	2
